,genename,length,group,Cpg_number,log_gene_length,log_CpG,promoter_CpG_number,log_promoter_CpG
1576,Stam2,"50,619",Group1,578,4.7,2.76,67,1.83
1577,Fut9,"190,914",Group1,"1,263",5.28,3.1,20,1.3
1578,Map6,"69,692",Group1,883,4.84,2.95,27,1.43
1579,Nell1,"891,746",Group1,"5,608",5.95,3.75,24,1.38
1580,Pcdh9,"877,271",Group1,"5,060",5.94,3.7,68,1.83
1581,Alk,"734,269",Group1,"6,868",5.87,3.84,102,2.01
1582,Epha6,"952,050",Group1,"5,308",5.98,3.72,71,1.85
1583,Unc80,"230,783",Group1,"1,575",5.36,3.2,72,1.86
1584,Dach1,"382,914",Group1,"2,267",5.58,3.36,34,1.53
1585,Ghr,"265,734",Group1,"1,627",5.42,3.21,27,1.43
1586,Nkain3,"659,994",Group1,"3,405",5.82,3.53,14,1.15
1587,Mta3,"115,355",Group1,"1,743",5.06,3.24,56,1.75
1588,Zfp277,"130,858",Group1,"1,285",5.12,3.11,114,2.06
1589,Fto,"354,916",Group1,"4,722",5.55,3.67,43,1.63
1590,AC157555.1,"215,709",Group1,"1,544",5.33,3.19,47,1.67
1591,Grik2,"693,935",Group1,"2,865",5.84,3.46,35,1.54
1592,St3gal5,"56,981",Group1,711,4.76,2.85,52,1.72
1593,Car10,"503,723",Group1,"3,227",5.7,3.51,36,1.56
1594,Spock1,"487,139",Group1,"5,524",5.69,3.74,60,1.78
1595,Kcnq3,"300,257",Group1,"2,131",5.48,3.33,48,1.68
1596,Cep70,"57,039",Group1,466,4.76,2.67,53,1.72
1597,Dennd1b,"215,527",Group1,"1,855",5.33,3.27,23,1.36
1598,Synpr,"331,562",Group1,"1,694",5.52,3.23,31,1.49
1599,Usp34,"183,667",Group1,"1,138",5.26,3.06,150,2.18
1600,Adap1,"53,748",Group1,778,4.73,2.89,39,1.59
1601,Slit3,"587,285",Group1,"7,017",5.77,3.85,40,1.6
1602,Med12l,"312,859",Group1,"3,171",5.5,3.5,56,1.75
1603,Chn1,"164,688",Group1,"1,310",5.22,3.12,67,1.83
1604,Rab31,"121,028",Group1,"1,526",5.08,3.18,32,1.51
1605,Ptprn2,"791,131",Group1,"6,165",5.9,3.79,40,1.6
1606,Fry,"379,110",Group1,"4,486",5.58,3.65,46,1.66
1607,Chd9,"226,166",Group1,"2,441",5.35,3.39,23,1.36
1608,Dnah9,"337,271",Group1,"2,097",5.53,3.32,28,1.45
1609,Grm7,"921,651",Group1,"4,203",5.96,3.62,20,1.3
1610,Tsnax,"21,197",Group1,378,4.33,2.58,41,1.61
1611,Jakmip3,"143,248",Group1,"1,240",5.16,3.09,64,1.81
1612,Usp13,"120,527",Group1,"1,191",5.08,3.08,45,1.65
1613,Ide,"69,111",Group1,758,4.84,2.88,30,1.48
1614,Slc35f3,"96,926",Group1,977,4.99,2.99,33,1.52
1615,Ero1lb,"45,524",Group1,490,4.66,2.69,37,1.57
1616,Dph6,"138,550",Group1,883,5.14,2.95,16,1.2
1617,Aak1,"153,708",Group1,"1,246",5.19,3.1,66,1.82
1618,Arhgap24,"416,548",Group1,"3,718",5.62,3.57,33,1.52
1619,Bcl2,"176,098",Group1,"1,419",5.25,3.15,77,1.89
1620,Ryr3,"585,743",Group1,"3,832",5.77,3.58,55,1.74
1621,Rit2,"343,803",Group1,"1,717",5.54,3.23,6,0.78
1622,Spop,"79,328",Group1,642,4.9,2.81,46,1.66
1623,Ece1,"102,994",Group1,"1,764",5.01,3.25,49,1.69
1624,Dtnbp1,"80,074",Group1,878,4.9,2.94,44,1.64
1625,Gnai1,"95,222",Group1,928,4.98,2.97,86,1.93
1626,Brd9,"23,086",Group1,236,4.36,2.37,75,1.88
1627,Pkn1,"32,645",Group1,632,4.51,2.8,45,1.65
1628,AC103635.1,"561,798",Group1,"3,245",5.75,3.51,25,1.4
1629,Tmem178b,"381,881",Group1,"3,063",5.58,3.49,150,2.18
1630,Sptan1,"65,893",Group1,737,4.82,2.87,53,1.72
1631,Abat,"108,141",Group1,"1,166",5.03,3.07,30,1.48
1632,Cacnb2,"384,822",Group1,"2,431",5.59,3.39,8,0.9
1633,11-Sep,"83,012",Group1,"1,120",4.92,3.05,85,1.93
1634,Eml1,"168,662",Group1,"2,452",5.23,3.39,29,1.46
1635,Adamts17,"313,438",Group1,"3,190",5.5,3.5,29,1.46
1636,Chsy3,"235,047",Group1,"1,619",5.37,3.21,72,1.86
1637,Sez6l,"158,036",Group1,"2,242",5.2,3.35,55,1.74
1638,Arhgap35,"121,276",Group1,898,5.08,2.95,83,1.92
1639,Kcnh1,"319,387",Group1,"2,588",5.5,3.41,44,1.64
1640,Ube2e2,"320,694",Group1,"1,962",5.51,3.29,13,1.11
1641,Phtf1,"56,490",Group1,554,4.75,2.74,22,1.34
1642,Syt17,"67,507",Group1,781,4.83,2.89,62,1.79
1643,Map2k5,"214,136",Group1,"2,325",5.33,3.37,35,1.54
1644,Gpc6,"1,051,231",Group1,"9,954",6.02,4,23,1.36
1645,Gda,"82,140",Group1,645,4.91,2.81,11,1.04
1646,Samd12,"448,729",Group1,"2,855",5.65,3.46,24,1.38
1647,Ccser2,"93,843",Group1,846,4.97,2.93,39,1.59
1648,Kcnt1,"54,541",Group1,653,4.74,2.81,16,1.2
1649,Col25a1,"468,378",Group1,"4,522",5.67,3.66,31,1.49
1650,Ntrk3,"562,055",Group1,"3,958",5.75,3.6,21,1.32
1651,Mfsd4,"45,258",Group1,520,4.66,2.72,39,1.59
1652,Pde1a,"295,007",Group1,"1,992",5.47,3.3,13,1.11
1653,Fam19a1,"544,046",Group1,"3,552",5.74,3.55,16,1.2
1654,9-Sep,"162,666",Group1,"2,651",5.21,3.42,62,1.79
1655,Cdyl,"214,232",Group1,"2,318",5.33,3.37,14,1.15
1656,Arhgef12,"143,399",Group1,"1,426",5.16,3.15,21,1.32
1657,Nsmce2,"227,439",Group1,"1,983",5.36,3.3,49,1.69
1658,Syn3,"443,773",Group1,"3,871",5.65,3.59,16,1.2
1659,Kcnh7,"490,875",Group1,"2,445",5.69,3.39,38,1.58
1660,Sclt1,"115,796",Group1,653,5.06,2.81,41,1.61
1661,Ntng1,"363,973",Group1,"2,584",5.56,3.41,20,1.3
1662,Ube4a,"42,475",Group1,418,4.63,2.62,31,1.49
1663,Unc5c,"369,710",Group1,"2,152",5.57,3.33,62,1.79
1664,Ntm,"968,393",Group1,"7,486",5.99,3.87,21,1.32
1665,Kif13b,"162,354",Group1,"1,361",5.21,3.13,26,1.41
1666,Prmt7,"41,860",Group1,511,4.62,2.71,70,1.85
1667,Zfp462,"138,517",Group1,"1,776",5.14,3.25,18,1.26
1668,Pcnxl2,"146,811",Group1,"1,993",5.17,3.3,25,1.4
1669,Nrg2,"179,675",Group1,"2,186",5.25,3.34,39,1.59
1670,Caln1,"477,959",Group1,"3,820",5.68,3.58,42,1.62
1671,Chst8,"138,245",Group1,"1,840",5.14,3.26,63,1.8
1672,Pantr1,"104,062",Group1,"1,036",5.02,3.02,124,2.09
1673,Rnf14,"21,214",Group1,240,4.33,2.38,27,1.43
1674,Samd5,"52,274",Group1,498,4.72,2.7,102,2.01
1675,Dcc,"1,092,333",Group1,"6,149",6.04,3.79,26,1.41
1676,Tnfrsf19,"82,617",Group1,"1,001",4.92,3,39,1.59
1677,Mrps9,"54,452",Group1,553,4.74,2.74,18,1.26
1678,Ctnna3,"1,573,571",Group1,"10,913",6.2,4.04,109,2.04
1679,Acyp2,"143,598",Group1,778,5.16,2.89,11,1.04
1680,Csmd1,"1,643,051",Group1,"9,596",6.22,3.98,30,1.48
1681,Slc4a4,"352,837",Group1,"3,488",5.55,3.54,54,1.73
1682,Galnt13,"681,994",Group1,"3,387",5.83,3.53,58,1.76
1683,Mkx,"94,323",Group1,784,4.97,2.89,78,1.89
1684,Lsamp,"2,197,320",Group1,"12,180",6.34,4.09,19,1.28
1685,Fnip2,"111,824",Group1,"1,406",5.05,3.15,60,1.78
1686,Taok3,"155,092",Group1,"2,515",5.19,3.4,51,1.71
1687,Agbl4,"1,266,665",Group1,"6,759",6.1,3.83,18,1.26
1688,Nol4l,"122,511",Group1,"1,655",5.09,3.22,91,1.96
1689,Hipk2,"181,777",Group1,"1,383",5.26,3.14,109,2.04
1690,Cep128,"385,919",Group1,"3,563",5.59,3.55,24,1.38
1691,Dpp6,"910,304",Group1,"5,397",5.96,3.73,17,1.23
1692,Ksr2,"361,005",Group1,"4,833",5.56,3.68,73,1.86
1693,Pclo,"348,543",Group1,"2,030",5.54,3.31,37,1.57
1694,Akap6,"456,218",Group1,"4,384",5.66,3.64,14,1.15
1695,Ext1,"282,123",Group1,"2,860",5.45,3.46,81,1.91
1696,Ssbp3,"138,995",Group1,"1,833",5.14,3.26,30,1.48
1697,Ppp4r1,"59,355",Group1,886,4.77,2.95,23,1.36
1698,Btbd3,"332,729",Group1,"2,837",5.52,3.45,14,1.15
1699,Unc13c,"489,546",Group1,"3,212",5.69,3.51,25,1.4
1700,Erbb4,"1,075,875",Group1,"5,542",6.03,3.74,43,1.63
1701,Opcml,"1,134,637",Group1,"6,645",6.05,3.82,10,1
1702,Trank1,"84,038",Group1,840,4.92,2.92,56,1.75
1703,Ap3b2,"33,528",Group1,445,4.53,2.65,37,1.57
1704,Srpk2,"181,355",Group1,"1,931",5.26,3.29,16,1.2
1705,Phactr2,"266,697",Group1,"2,538",5.43,3.4,47,1.67
1706,Nrg1,"1,069,480",Group1,"7,094",6.03,3.85,102,2.01
1707,Ica1,"147,963",Group1,"1,508",5.17,3.18,18,1.26
1708,Ctnna2,"1,098,064",Group1,"6,021",6.04,3.78,48,1.68
1709,Kif1b,"131,376",Group1,"1,545",5.12,3.19,83,1.92
1710,Kcnma1,"725,062",Group1,"5,487",5.86,3.74,14,1.15
1711,Clip2,"63,053",Group1,"1,055",4.8,3.02,39,1.59
1712,Grm4,"99,018",Group1,"1,789",5,3.25,25,1.4
1713,Luzp2,"433,389",Group1,"2,469",5.64,3.39,15,1.18
1714,Usp31,"65,234",Group1,503,4.81,2.7,65,1.81
1715,Sorcs3,"599,482",Group1,"4,884",5.78,3.69,95,1.98
1716,AC157667.1,"130,837",Group1,"1,657",5.12,3.22,97,1.99
1717,Arhgap22,"155,910",Group1,"1,962",5.19,3.29,34,1.53
1718,Sema3e,"231,415",Group1,"1,661",5.36,3.22,24,1.38
1719,Col23a1,"294,000",Group1,"3,349",5.47,3.52,42,1.62
1720,Jazf1,"299,836",Group1,"2,858",5.48,3.46,52,1.72
1721,Egfem1,"609,188",Group1,"3,573",5.78,3.55,20,1.3
1722,Unc5d,"572,921",Group1,"4,052",5.76,3.61,58,1.76
1723,Jakmip1,"201,214",Group1,"2,497",5.3,3.4,48,1.68
1724,Rnf217,"115,993",Group1,791,5.06,2.9,104,2.02
1725,Chd4,"34,612",Group1,628,4.54,2.8,29,1.46
1726,Slc24a3,"474,414",Group1,"3,248",5.68,3.51,67,1.83
1727,Nlgn1,"906,247",Group1,"4,887",5.96,3.69,61,1.79
1728,Srrm4,"152,544",Group1,"2,182",5.18,3.34,66,1.82
1729,Trerf1,"221,085",Group1,"3,418",5.34,3.53,122,2.09
1730,Ipcef1,"166,684",Group1,"1,085",5.22,3.04,16,1.2
1731,Cnnm2,"117,201",Group1,"1,574",5.07,3.2,73,1.86
1732,Rab3ip,"44,987",Group1,944,4.65,2.97,15,1.18
1733,Ano6,"183,910",Group1,"2,397",5.26,3.38,72,1.86
1734,Cntn4,"1,021,652",Group1,"5,062",6.01,3.7,38,1.58
1735,Clasp1,"223,622",Group1,"2,214",5.35,3.35,48,1.68
1736,Scn1a,"170,064",Group1,"1,208",5.23,3.08,15,1.18
1737,Ubr4,"136,981",Group1,"2,011",5.14,3.3,74,1.87
1738,Hnrnpr,"48,507",Group1,488,4.69,2.69,79,1.9
1739,RP24-133K9.1,"74,857",Group1,393,4.87,2.59,16,1.2
1740,Adamtsl1,"914,215",Group1,"6,075",5.96,3.78,25,1.4
1741,Kndc1,"46,843",Group1,639,4.67,2.81,19,1.28
1742,Cacng3,"98,903",Group1,856,5,2.93,11,1.04
1743,Nrxn3,"1,612,061",Group1,"8,697",6.21,3.94,14,1.15
1744,Akap13,"299,077",Group1,"2,412",5.48,3.38,26,1.41
1745,RP23-349I9.6,"76,846",Group1,564,4.89,2.75,38,1.58
1746,Tecpr1,"29,175",Group1,574,4.47,2.76,62,1.79
1747,Zbtb16,"181,927",Group1,"2,588",5.26,3.41,81,1.91
1748,Cntnap5b,"713,179",Group1,"2,803",5.85,3.45,32,1.51
1749,Lgi1,"47,680",Group1,448,4.68,2.65,33,1.52
1750,Arfgef1,"95,101",Group1,674,4.98,2.83,132,2.12
1751,AC103620.3,"25,946",Group1,224,4.41,2.35,11,1.04
1752,Mllt4,"145,613",Group1,"1,181",5.16,3.07,112,2.05
1753,Macrod2,"1,997,659",Group1,"11,102",6.3,4.05,36,1.56
1754,Usf3,"54,221",Group1,577,4.73,2.76,50,1.7
1755,RP24-297H17.3,"267,942",Group1,"2,847",5.43,3.45,22,1.34
1756,Clec16a,"199,541",Group1,"1,593",5.3,3.2,44,1.64
1757,Ptprz1,"177,416",Group1,"1,353",5.25,3.13,50,1.7
1758,Syt11,"30,466",Group1,409,4.48,2.61,64,1.81
1759,Slc7a14,"107,522",Group1,"1,069",5.03,3.03,27,1.43
1760,Pde7a,"88,216",Group1,848,4.95,2.93,107,2.03
1761,Scyl2,"47,566",Group1,547,4.68,2.74,30,1.48
1762,Nkain2,"1,201,154",Group1,"5,650",6.08,3.75,27,1.43
1763,Msi2,"379,133",Group1,"5,089",5.58,3.71,76,1.88
1764,Cacng7,"35,268",Group1,484,4.55,2.68,67,1.83
1765,Mfhas1,"91,653",Group1,"1,117",4.96,3.05,43,1.63
1766,Tmem132b,"260,811",Group1,"2,935",5.42,3.47,43,1.63
1767,Rasal2,"277,415",Group1,"1,589",5.44,3.2,47,1.67
1768,Lrrc8b,"74,301",Group1,"1,022",4.87,3.01,77,1.89
1769,Cntnap5a,"902,569",Group1,"3,701",5.96,3.57,13,1.11
1770,Fryl,"236,634",Group1,"3,714",5.37,3.57,54,1.73
1771,Dgkd,"91,895",Group1,669,4.96,2.83,36,1.56
1772,Gltscr1,"77,251",Group1,"1,015",4.89,3.01,97,1.99
1773,Zfp804a,"206,659",Group1,974,5.32,2.99,50,1.7
1774,Trabd2b,"208,376",Group1,"1,491",5.32,3.17,115,2.06
1775,Gad1,"48,944",Group1,830,4.69,2.92,27,1.43
1776,Camkmt,"367,415",Group1,"4,616",5.57,3.66,66,1.82
1777,Zfp827,"165,331",Group1,"2,324",5.22,3.37,47,1.67
1778,Map3k5,"208,283",Group1,"2,528",5.32,3.4,125,2.1
1779,Grid2,"1,448,449",Group1,"7,830",6.16,3.89,20,1.3
1780,Dtnb,"209,417",Group1,"1,887",5.32,3.28,60,1.78
1781,Snx29,"432,566",Group1,"3,720",5.64,3.57,41,1.61
1782,AC152164.1,"39,034",Group1,328,4.59,2.52,26,1.41
1783,Mcc,"387,124",Group1,"3,547",5.59,3.55,42,1.62
1784,Klf12,"414,049",Group1,"3,810",5.62,3.58,121,2.08
1785,Phf20l1,"70,418",Group1,444,4.85,2.65,25,1.4
1786,RP23-443N7.2,"51,963",Group1,605,4.72,2.78,108,2.03
1787,Dok6,"468,448",Group1,"2,224",5.67,3.35,30,1.48
1788,Prr16,"186,745",Group1,997,5.27,3,70,1.85
1789,Pgap1,"84,692",Group1,686,4.93,2.84,45,1.65
1790,Lmbrd1,"87,673",Group1,977,4.94,2.99,46,1.66
1791,AC113941.1,"295,397",Group1,"1,533",5.47,3.19,99,2
1792,Peak1,"216,943",Group1,"1,713",5.34,3.23,70,1.85
1793,RP23-442M18.1,"328,225",Group1,"2,686",5.52,3.43,23,1.36
1794,Fat3,"591,098",Group1,"3,752",5.77,3.57,96,1.98
1795,Arfgef2,"92,466",Group1,"1,337",4.97,3.13,47,1.67
1796,Kif5a,"37,654",Group1,723,4.58,2.86,26,1.41
1797,Syndig1,"175,183",Group1,"1,057",5.24,3.02,11,1.04
1798,Kiz,"114,235",Group1,836,5.06,2.92,37,1.57
1799,RP23-346B18.2,"285,678",Group1,"1,459",5.46,3.16,9,0.95
1800,Plxnc1,"153,971",Group1,"1,962",5.19,3.29,81,1.91
1801,Ano3,"295,724",Group1,"1,341",5.47,3.13,4,0.6
1802,Prdm11,"81,018",Group1,"1,281",4.91,3.11,58,1.76
1803,Scn2a1,"146,678",Group1,"1,074",5.17,3.03,14,1.15
1804,Fnbp1,"115,804",Group1,"1,772",5.06,3.25,56,1.75
1805,Hs3st4,"416,122",Group1,"2,740",5.62,3.44,73,1.86
1806,Chd2,"115,194",Group1,"1,122",5.06,3.05,10,1
1807,RP23-411B7.5,"74,845",Group1,728,4.87,2.86,13,1.11
1808,Prkcg,"41,922",Group1,606,4.62,2.78,23,1.36
1809,RP23-360A2.8,"22,970",Group1,140,4.36,2.15,10,1
1810,RP23-114B10.4,"43,129",Group1,270,4.63,2.43,14,1.15
1811,Slc8a3,"135,267",Group1,"1,139",5.13,3.06,33,1.52
1812,Kcnip3,"65,598",Group1,800,4.82,2.9,22,1.34
1813,Fam155a,"565,261",Group1,"4,700",5.75,3.67,87,1.94
1814,RP23-280G3.2,"133,204",Group1,846,5.12,2.93,16,1.2
1815,Sorbs2os,"95,974",Group1,995,4.98,3,20,1.3
1816,RP24-174M12.1,"125,778",Group1,744,5.1,2.87,14,1.15
1817,AC122773.2,"94,501",Group1,821,4.98,2.91,38,1.58
1818,RP23-300I3.1,"38,712",Group1,431,4.59,2.63,31,1.49
1819,RP23-372J10.3,"304,584",Group1,"1,896",5.48,3.28,42,1.62
1820,RP23-311J12.2,"142,900",Group1,"1,239",5.16,3.09,68,1.83
1821,RP23-262C6.2,"25,939",Group1,272,4.41,2.43,35,1.54
1822,RP23-446D4.1,"26,654",Group1,159,4.43,2.2,16,1.2
1823,Pcsk2os2,"48,384",Group1,353,4.68,2.55,12,1.08
1824,RP23-471B6.2,"81,376",Group1,876,4.91,2.94,34,1.53
1825,RP24-271F24.2,"110,597",Group1,992,5.04,3,159,2.2
1826,RP23-468D17.1,"157,945",Group1,"2,347",5.2,3.37,26,1.41
1827,RP23-402K12.2,"117,055",Group1,"1,253",5.07,3.1,54,1.73
1828,Zmiz1os1,"203,607",Group1,"2,243",5.31,3.35,32,1.51
1829,Rasgef1b,"511,641",Group1,"5,840",5.71,3.77,53,1.72
1830,Rps6kc1,"211,570",Group1,"2,551",5.33,3.41,36,1.56
1831,Nwd2,"161,446",Group1,"1,335",5.21,3.13,12,1.08
1832,Mir99ahg,"537,112",Group1,"3,521",5.73,3.55,16,1.2
1833,Kcnb2,"436,498",Group1,"2,364",5.64,3.37,96,1.98
1834,RP23-189E15.2,"47,290",Group1,641,4.67,2.81,85,1.93
1835,Zfp804b,"575,748",Group1,"2,669",5.76,3.43,36,1.56
1836,RP24-443D19.8,"43,984",Group1,669,4.64,2.83,34,1.53
1837,RP23-263O11.1,"30,361",Group1,111,4.48,2.05,9,0.95
1838,RP23-114H2.1,"49,868",Group1,937,4.7,2.97,87,1.94
1839,Nrg3os,"60,494",Group1,226,4.78,2.35,8,0.9
1840,RP23-195H19.1,"109,685",Group1,804,5.04,2.91,17,1.23
1841,Syne1,"530,567",Group1,"4,391",5.72,3.64,13,1.11
1842,Cmtm4,"47,618",Group1,702,4.68,2.85,46,1.66
1843,Tmem181b-ps,"28,500",Group1,525,4.45,2.72,37,1.57
1844,Galntl6,"1,138,590",Group1,"6,411",6.06,3.81,52,1.72
1845,RP23-445K23.4,"61,531",Group1,331,4.79,2.52,39,1.59
1846,Gm26883,"254,859",Group1,"3,802",5.41,3.58,38,1.58
1847,Pvt1,"340,112",Group1,"2,874",5.53,3.46,55,1.74
1848,Rian,"57,778",Group1,572,4.76,2.76,12,1.08
1849,RP23-438M9.1,"45,740",Group1,313,4.66,2.5,23,1.36
1850,RP24-358M18.1,"332,652",Group1,"2,524",5.52,3.4,24,1.38
1851,Gm26904,"353,722",Group1,"6,515",5.55,3.81,20,1.3
1852,Dleu2,"79,536",Group1,757,4.9,2.88,118,2.07
1853,Gm26905,"127,433",Group1,661,5.11,2.82,14,1.15
1854,RP24-158L2.1,"282,626",Group1,"2,161",5.45,3.33,19,1.28
1855,RP23-230F2.8,"128,247",Group1,"1,679",5.11,3.23,258,2.41
1856,RP23-199B2.4,"49,606",Group1,542,4.7,2.73,25,1.4
1857,Snhg14,"667,837",Group1,"5,114",5.82,3.71,3,0.48
1858,RP24-63O23.1,"340,284",Group1,"1,528",5.53,3.18,9,0.95
1859,Kcnq1ot1,"93,093",Group1,596,4.97,2.78,14,1.15
1860,RP24-254D14.3,"193,448",Group1,"1,119",5.29,3.05,27,1.43
1861,Snrpn,"157,726",Group1,692,5.2,2.84,10,1
1862,RP24-369K4.1,"130,447",Group1,674,5.12,2.83,9,0.95
1863,Dchs2,"229,263",Group1,"2,087",5.36,3.32,61,1.79
1864,RP24-559D1.1,"1,391,094",Group1,"12,448",6.14,4.1,66,1.82
1865,RP23-275B16.1,"528,516",Group1,"2,647",5.72,3.42,15,1.18
1866,RP23-243H19.1,"169,627",Group1,"1,155",5.23,3.06,9,0.95
1867,RP24-324H23.3,"43,989",Group1,280,4.64,2.45,30,1.48
1868,RP24-540L1.1,"178,750",Group1,"1,160",5.25,3.06,28,1.45
1869,RP23-375H15.2,"50,565",Group1,486,4.7,2.69,12,1.08
1870,Sox2ot,"578,351",Group1,"5,881",5.76,3.77,11,1.04
1871,RP24-296L6.4,"3,811",Group1,43,3.58,1.63,15,1.18
1872,Lhfpl3,"529,540",Group1,"3,314",5.72,3.52,41,1.61
1873,RP23-473G18.1,"160,885",Group1,"1,701",5.21,3.23,13,1.11
1874,RP24-75K10.1,"70,576",Group1,333,4.85,2.52,8,0.9
1875,RP23-231J2.1,"666,482",Group1,"2,914",5.82,3.46,21,1.32
1876,RP23-407N2.2,"85,458",Group1,384,4.93,2.58,8,0.9
1877,RP23-54G8.1,"52,223",Group1,227,4.72,2.36,7,0.85
1878,RP23-416J8.1,"476,400",Group1,"4,745",5.68,3.68,18,1.26
1879,RP23-243D10.3,"138,306",Group1,"1,416",5.14,3.15,49,1.69
1880,RP23-127M7.1,"173,708",Group1,"1,013",5.24,3.01,26,1.41
1881,RP24-316B1.1,"38,884",Group1,218,4.59,2.34,147,2.17
1882,RP23-357C16.1,"164,394",Group1,"2,164",5.22,3.34,75,1.88
1883,RP24-263E2.3,"5,944",Group1,59,3.77,1.77,19,1.28
1884,RP24-349L11.1,"160,053",Group1,798,5.2,2.9,3,0.48
1885,Btbd8,"73,212",Group1,611,4.86,2.79,46,1.66
1886,RP23-128M23.2,"25,615",Group1,196,4.41,2.29,26,1.41
1887,RP23-29I5.2,"209,877",Group1,"1,330",5.32,3.12,16,1.2
1888,RP24-210F23.8,"18,634",Group1,131,4.27,2.12,8,0.9
1889,RP23-413M14.1,"55,318",Group1,678,4.74,2.83,25,1.4
1890,RP24-120I12.5,"472,147",Group1,"2,553",5.67,3.41,8,0.9
1891,RP23-383D13.2,"30,128",Group1,540,4.48,2.73,57,1.76
1892,RP23-415I21.2,"58,751",Group1,325,4.77,2.51,20,1.3
1893,RP23-17J18.33,"118,721",Group1,"1,425",5.07,3.15,31,1.49
1894,RP24-548J11.7,"4,081",Group1,23,3.61,1.36,12,1.08
1895,Dgke,"31,673",Group2,466,4.5,2.67,29,1.46
1896,Trappc10,"57,918",Group2,665,4.76,2.82,62,1.79
1897,Galnt1,"81,476",Group2,745,4.91,2.87,32,1.51
1898,Krit1,"42,382",Group2,307,4.63,2.49,126,2.1
1899,Usp32,"155,721",Group2,"1,019",5.19,3.01,57,1.76
1900,Vps50,"105,151",Group2,857,5.02,2.93,25,1.4
1901,Npepps,"74,798",Group2,689,4.87,2.84,56,1.75
1902,Clpb,"131,875",Group2,"1,189",5.12,3.08,14,1.15
1903,Prpf6,"63,794",Group2,705,4.8,2.85,16,1.2
1904,Tomm40,"14,127",Group2,246,4.15,2.39,60,1.78
1905,Cdk12,"75,447",Group2,514,4.88,2.71,73,1.86
1906,Bicd1,"154,445",Group2,837,5.19,2.92,16,1.2
1907,Aven,"141,611",Group2,"1,256",5.15,3.1,42,1.62
1908,Clcn3,"72,913",Group2,618,4.86,2.79,71,1.85
1909,Gab2,"227,362",Group2,"1,365",5.36,3.14,33,1.52
1910,Arhgef18,"63,597",Group2,794,4.8,2.9,24,1.38
1911,Pkn2,"91,104",Group2,667,4.96,2.82,78,1.89
1912,Sgce,"72,859",Group2,813,4.86,2.91,140,2.15
1913,Myo9b,"88,001",Group2,773,4.94,2.89,54,1.73
1914,Ulk2,"79,426",Group2,587,4.9,2.77,55,1.74
1915,Insr,"157,558",Group2,"1,126",5.2,3.05,43,1.63
1916,Snx6,"49,356",Group2,764,4.69,2.88,34,1.53
1917,Cs,"24,747",Group2,267,4.39,2.43,34,1.53
1918,Uqcc1,"83,418",Group2,"1,090",4.92,3.04,18,1.26
1919,Nr2c2,"82,906",Group2,527,4.92,2.72,53,1.72
1920,Pex1,"41,168",Group2,540,4.61,2.73,34,1.53
1921,Cdkal1,"663,930",Group2,"5,441",5.82,3.74,22,1.34
1922,Eps15l1,"80,463",Group2,716,4.91,2.85,41,1.61
1923,Cpt1c,"15,481",Group2,305,4.19,2.48,28,1.45
1924,Hmgcll1,"121,497",Group2,744,5.08,2.87,26,1.41
1925,Bcl2l13,"56,632",Group2,575,4.75,2.76,35,1.54
1926,Lnpk,"59,146",Group2,352,4.77,2.55,16,1.2
1927,Kcnq1,"320,682",Group2,"2,576",5.51,3.41,22,1.34
1928,Tfcp2,"53,998",Group2,781,4.73,2.89,37,1.57
1929,Ubp1,"46,270",Group2,555,4.67,2.74,41,1.61
1930,Kdsr,"39,270",Group2,519,4.59,2.72,43,1.63
1931,Kansl3,"33,453",Group2,414,4.52,2.62,44,1.64
1932,Faf1,"287,374",Group2,"1,494",5.46,3.17,39,1.59
1933,Mettl16,"57,697",Group2,467,4.76,2.67,32,1.51
1934,Lmbr1,"148,590",Group2,970,5.17,2.99,56,1.75
1935,Sugp1,"29,536",Group2,250,4.47,2.4,80,1.9
1936,Evi5l,"44,692",Group2,469,4.65,2.67,45,1.65
1937,Ccnt1,"32,236",Group2,433,4.51,2.64,28,1.45
1938,Dhdds,"31,892",Group2,443,4.5,2.65,58,1.76
1939,Tmem167,"54,786",Group2,359,4.74,2.56,15,1.18
1940,Tnpo3,"69,062",Group2,466,4.84,2.67,28,1.45
1941,Ttll5,"237,236",Group2,"2,327",5.38,3.37,30,1.48
1942,Gfod2,"44,812",Group2,543,4.65,2.73,30,1.48
1943,Tmem175,"19,014",Group2,158,4.28,2.2,66,1.82
1944,Clip3,"16,641",Group2,280,4.22,2.45,35,1.54
1945,Chp1,"39,332",Group2,338,4.59,2.53,64,1.81
1946,Cluap1,"32,348",Group2,352,4.51,2.55,37,1.57
1947,Anapc1,"77,289",Group2,674,4.89,2.83,32,1.51
1948,Chfr,"36,132",Group2,328,4.56,2.52,37,1.57
1949,Rabl6,"25,505",Group2,299,4.41,2.48,32,1.51
1950,Unkl,"46,048",Group2,717,4.66,2.86,56,1.75
1951,Ttbk1,"45,229",Group2,921,4.66,2.96,29,1.46
1952,Serac1,"37,547",Group2,555,4.57,2.74,48,1.68
1953,Setdb1,"33,679",Group2,305,4.53,2.48,28,1.45
1954,Gatsl2,"44,634",Group2,623,4.65,2.79,57,1.76
1955,Adss,"33,551",Group2,295,4.53,2.47,48,1.68
1956,Cd46,"55,425",Group2,339,4.74,2.53,19,1.28
1957,Ints2,"46,896",Group2,438,4.67,2.64,48,1.68
1958,Trove2,"26,280",Group2,280,4.42,2.45,99,2
