gene_id,group,mc_type,var_dim,gene_type,Correlation_5mC,new.P.value_5mC,new.P.adjust_5mC,Correlation_5hmC,new.P.value_5hmC,new.P.adjust_5hmC,Correlation_mC_hmC,new.P.value_mC_hmC,new.P.adjust_mC_hmC,gene_name,Gene_length,Cpg_number
ENSMUSG00000029290.12,[5mCG -],CG,genebody,all_gene,-0.01 ,0.01 ,0.01 ,0.01 ,0.18 ,0.23 ,-0.01 ,0.14 ,0.19 ,Zfp326,"39,255",390
ENSMUSG00000029438.9,[5mCG -],CG,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.00 ,0.48 ,0.53 ,-0.01 ,0.04 ,0.06 ,Bcl7a,"31,160",729
ENSMUSG00000029578.15,[5mCG -],CG,genebody,all_gene,-0.01 ,0.02 ,0.02 ,0.01 ,0.09 ,0.12 ,-0.01 ,0.20 ,0.26 ,Wipi2,"42,892",556
ENSMUSG00000029686.15,[5mCG -],CG,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.01 ,0.04 ,0.06 ,-0.01 ,0.06 ,0.09 ,Cul1,"72,743",540
ENSMUSG00000029776.11,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.07 ,0.08 ,0.01 ,0.00 ,0.01 ,0.00 ,0.52 ,0.59 ,Hibadh,"94,163",738
ENSMUSG00000030002.15,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.20 ,0.22 ,0.01 ,0.02 ,0.03 ,0.00 ,0.84 ,0.87 ,Dusp11,"19,401",244
ENSMUSG00000030301.17,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.19 ,0.22 ,0.01 ,0.01 ,0.01 ,0.00 ,0.38 ,0.45 ,Ccdc91,"156,786","1,168"
ENSMUSG00000030505.17,[5mCG -],CG,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.01 ,0.05 ,0.07 ,-0.01 ,0.05 ,0.07 ,Prmt3,"79,921",677
ENSMUSG00000030556.13,[5mCG -],CG,genebody,all_gene,-0.01 ,0.02 ,0.03 ,0.00 ,0.34 ,0.39 ,-0.01 ,0.12 ,0.16 ,Lrrc28,"131,860","1,253"
ENSMUSG00000031600.10,[5mCG -],CG,genebody,all_gene,-0.01 ,0.04 ,0.05 ,0.01 ,0.04 ,0.05 ,-0.01 ,0.27 ,0.34 ,Vps37a,"39,353",302
ENSMUSG00000031666.15,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.24 ,0.26 ,0.01 ,0.03 ,0.04 ,0.00 ,0.78 ,0.82 ,Rbl2,"53,789",635
ENSMUSG00000031902.10,[5mCG -],CG,genebody,all_gene,-0.01 ,0.04 ,0.04 ,0.01 ,0.09 ,0.12 ,0.00 ,0.69 ,0.75 ,Nfatc3,"71,699",562
ENSMUSG00000031959.15,[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.01 ,0.06 ,0.06 ,0.01 ,0.15 ,0.19 ,-0.01 ,0.01 ,0.02 ,Wdr59,"73,297",886
ENSMUSG00000032096.16,[5hmCG -],CG,genebody,all_gene,0.01 ,0.10 ,0.11 ,-0.01 ,0.02 ,0.03 ,0.00 ,0.83 ,0.87 ,Arcn1,"26,283",282
ENSMUSG00000032216.14,[5mCG -],CG,genebody,all_gene,-0.01 ,0.04 ,0.04 ,0.00 ,0.38 ,0.43 ,-0.01 ,0.27 ,0.33 ,Nedd4,"87,508","1,033"
ENSMUSG00000032239.10,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.16 ,0.18 ,0.01 ,0.00 ,0.01 ,0.00 ,0.37 ,0.44 ,Rp9,"58,698",728
ENSMUSG00000032253.13,[5mCG -],CG,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.01 ,0.04 ,0.06 ,-0.01 ,0.09 ,0.13 ,Phip,"109,359",792
ENSMUSG00000032293.8,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.05 ,0.06 ,0.01 ,0.02 ,0.03 ,0.00 ,0.84 ,0.88 ,Ireb2,"48,743",323
ENSMUSG00000032324.11,[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.01 ,0.31 ,0.34 ,0.00 ,0.57 ,0.62 ,-0.01 ,0.02 ,0.03 ,Tspan3,"33,754",381
ENSMUSG00000032329.4,[5mCG -],CG,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.01 ,0.12 ,0.16 ,-0.01 ,0.12 ,0.16 ,Hmg20a,"78,329",648
ENSMUSG00000032350.9,[5mCG -],CG,genebody,all_gene,-0.01 ,0.04 ,0.05 ,0.01 ,0.15 ,0.19 ,0.00 ,0.46 ,0.53 ,Gclc,"39,952",538
ENSMUSG00000032407.14,[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.01 ,0.20 ,0.22 ,-0.01 ,0.35 ,0.40 ,-0.01 ,0.01 ,0.02 ,U2surp,"55,100",429
ENSMUSG00000032422.17,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.33 ,0.36 ,0.02 ,0.01 ,0.01 ,0.00 ,0.96 ,0.97 ,Snx14,"62,210",646
ENSMUSG00000032480.17,[5mCG -],CG,genebody,all_gene,-0.01 ,0.04 ,0.05 ,0.01 ,0.27 ,0.32 ,-0.01 ,0.21 ,0.27 ,Dhx30,"33,512",461
ENSMUSG00000032612.14,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.05 ,0.06 ,0.02 ,0.00 ,0.00 ,0.01 ,0.22 ,0.28 ,Usp4,"44,694",549
ENSMUSG00000032966.14,[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.01 ,0.09 ,0.10 ,-0.01 ,0.33 ,0.38 ,-0.01 ,0.01 ,0.02 ,Fkbp1a,"19,211",239
ENSMUSG00000033014.12,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.04 ,0.05 ,0.02 ,0.00 ,0.01 ,0.00 ,0.74 ,0.79 ,Trim33,"79,484",654
ENSMUSG00000033054.7,[5mCG -],CG,genebody,all_gene,-0.01 ,0.03 ,0.04 ,0.01 ,0.03 ,0.05 ,-0.01 ,0.12 ,0.17 ,Npat,"37,297",294
ENSMUSG00000033396.13,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.19 ,0.21 ,0.02 ,0.00 ,0.00 ,0.01 ,0.05 ,0.07 ,Spg11,"64,868",707
ENSMUSG00000033487.14,[5mCG -],CG,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.01 ,0.07 ,0.10 ,-0.01 ,0.25 ,0.31 ,Fndc3a,"172,059","1,065"
ENSMUSG00000034111.6,[5mCG -],CG,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.01 ,0.08 ,0.11 ,-0.01 ,0.16 ,0.21 ,Tmed8,"34,219",438
ENSMUSG00000034285.15,[5mCG -],CG,genebody,all_gene,-0.01 ,0.01 ,0.01 ,0.01 ,0.07 ,0.09 ,0.00 ,0.40 ,0.47 ,Nipsnap1,"20,251",258
ENSMUSG00000034343.14,[5mCG -],CG,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.01 ,0.24 ,0.29 ,-0.01 ,0.04 ,0.05 ,Ube2f,"40,035",318
ENSMUSG00000034473.14,[5mCG -],CG,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.01 ,0.23 ,0.28 ,-0.01 ,0.09 ,0.12 ,Sec22a,"52,789",424
ENSMUSG00000034484.7,[5mCG -],CG,genebody,all_gene,-0.01 ,0.02 ,0.03 ,0.01 ,0.06 ,0.08 ,-0.01 ,0.06 ,0.09 ,Snx2,"44,497",376
ENSMUSG00000034544.17,[5mCG -],CG,genebody,all_gene,-0.01 ,0.03 ,0.03 ,0.01 ,0.06 ,0.09 ,0.00 ,0.33 ,0.40 ,Rsrc1,"377,008","2,710"
ENSMUSG00000034820.3,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.11 ,0.13 ,0.02 ,0.00 ,0.00 ,0.01 ,0.26 ,0.32 ,Cpsf7,"22,493",223
ENSMUSG00000034973.16,[5mCG -],CG,genebody,all_gene,-0.02 ,0.01 ,0.01 ,0.01 ,0.16 ,0.20 ,-0.01 ,0.07 ,0.11 ,Dopey1,"88,771",631
ENSMUSG00000035382.9,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.14 ,0.16 ,0.02 ,0.00 ,0.00 ,0.00 ,0.64 ,0.70 ,Pcsk7,"23,231",237
ENSMUSG00000035545.13,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.15 ,0.17 ,0.02 ,0.00 ,0.00 ,0.00 ,0.80 ,0.85 ,Leng8,"11,140",234
ENSMUSG00000035623.14,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.25 ,0.27 ,0.01 ,0.02 ,0.02 ,0.00 ,0.48 ,0.55 ,Rsf1,"112,891",883
ENSMUSG00000035762.11,[5mCG -],CG,genebody,all_gene,-0.01 ,0.01 ,0.01 ,0.01 ,0.34 ,0.39 ,-0.01 ,0.14 ,0.18 ,Tmem161b,"73,847",504
ENSMUSG00000035992.15,[5mCG -],CG,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.01 ,0.05 ,0.07 ,-0.01 ,0.28 ,0.34 ,Fnip1,"80,038",461
ENSMUSG00000036054.15,[5mCG -],CG,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.01 ,0.06 ,0.08 ,-0.01 ,0.03 ,0.05 ,Sugp2,"45,691",464
ENSMUSG00000036087.18,[5mCG -],CG,genebody,all_gene,-0.02 ,0.01 ,0.01 ,0.01 ,0.05 ,0.07 ,0.00 ,0.43 ,0.50 ,Slain2,"64,527",627
ENSMUSG00000036371.6,[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.01 ,0.17 ,0.19 ,0.00 ,0.78 ,0.81 ,-0.01 ,0.03 ,0.05 ,Serbp1,"59,562",536
ENSMUSG00000036555.14,[5mCG -],CG,genebody,all_gene,-0.01 ,0.01 ,0.01 ,0.01 ,0.10 ,0.13 ,-0.01 ,0.05 ,0.08 ,Iqce,"40,553",668
ENSMUSG00000037486.18,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.17 ,0.19 ,0.01 ,0.03 ,0.04 ,0.00 ,0.60 ,0.66 ,Asxl2,"79,997",598
ENSMUSG00000037808.13,[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.01 ,0.38 ,0.40 ,-0.01 ,0.19 ,0.24 ,-0.02 ,0.00 ,0.01 ,Fam76b,"27,273",280
ENSMUSG00000038486.9,[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.01 ,0.07 ,0.09 ,0.00 ,0.59 ,0.64 ,-0.01 ,0.01 ,0.01 ,Sv2a,"14,372",236
ENSMUSG00000038563.14,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.08 ,0.09 ,0.01 ,0.03 ,0.04 ,0.00 ,0.77 ,0.81 ,Efl1,"129,240","1,393"
ENSMUSG00000038658.15,[5mCG -],CG,genebody,all_gene,-0.01 ,0.01 ,0.01 ,0.01 ,0.14 ,0.18 ,-0.01 ,0.05 ,0.07 ,Ric1,"84,549",745
ENSMUSG00000038902.14,[5hmCG +],CG,genebody,all_gene,0.00 ,0.99 ,0.99 ,0.01 ,0.02 ,0.03 ,0.01 ,0.29 ,0.36 ,Pogz,"44,761",485
ENSMUSG00000038957.13,[5mCG -],CG,genebody,all_gene,-0.01 ,0.03 ,0.04 ,0.01 ,0.22 ,0.27 ,-0.01 ,0.11 ,0.16 ,Edc3,"43,961",376
ENSMUSG00000039100.10,[5mCG -],CG,genebody,all_gene,-0.01 ,0.01 ,0.01 ,0.01 ,0.13 ,0.17 ,-0.01 ,0.08 ,0.12 ,6-Mar,"75,164",655
ENSMUSG00000039159.16,[5mCG -],CG,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.01 ,0.20 ,0.25 ,0.00 ,0.87 ,0.90 ,Ube2h,"93,252",957
ENSMUSG00000039463.14,[5mCG -],CG,genebody,all_gene,-0.01 ,0.01 ,0.01 ,0.01 ,0.11 ,0.15 ,-0.01 ,0.07 ,0.09 ,Slc9a8,"55,290",658
ENSMUSG00000039804.15,[5mCG -],CG,genebody,all_gene,-0.01 ,0.04 ,0.04 ,0.00 ,0.78 ,0.81 ,-0.01 ,0.03 ,0.05 ,Ncoa5,"34,512",431
ENSMUSG00000040022.14,[5mCG -],CG,genebody,all_gene,-0.01 ,0.01 ,0.02 ,0.00 ,0.82 ,0.85 ,-0.01 ,0.05 ,0.08 ,Rab11fip2,"40,772",289
ENSMUSG00000040029.14,[5mCG -],CG,genebody,all_gene,-0.01 ,0.01 ,0.01 ,0.01 ,0.06 ,0.08 ,0.00 ,0.41 ,0.48 ,Ipo8,"60,786",485
ENSMUSG00000040054.16,[5mCG -],CG,genebody,all_gene,-0.01 ,0.01 ,0.01 ,0.01 ,0.04 ,0.05 ,-0.01 ,0.18 ,0.23 ,Baz2a,"37,728",613
ENSMUSG00000040269.5,[5mCG -],CG,genebody,all_gene,-0.01 ,0.02 ,0.03 ,0.00 ,0.48 ,0.54 ,0.00 ,0.34 ,0.41 ,Mrps28,"121,774","1,200"
ENSMUSG00000040390.13,[5mCG -],CG,genebody,all_gene,-0.01 ,0.03 ,0.03 ,0.00 ,0.66 ,0.70 ,-0.01 ,0.08 ,0.11 ,Map3k10,"18,225",405
ENSMUSG00000040423.10,[5mCG -],CG,genebody,all_gene,-0.01 ,0.01 ,0.01 ,0.01 ,0.15 ,0.19 ,-0.01 ,0.04 ,0.06 ,Rc3h1,"68,562",492
ENSMUSG00000040446.3,[5mCG -],CG,genebody,all_gene,-0.02 ,0.01 ,0.01 ,0.01 ,0.22 ,0.27 ,-0.01 ,0.14 ,0.19 ,Rprd1a,"45,244",402
ENSMUSG00000040481.17,[5mCG -],CG,genebody,all_gene,-0.01 ,0.02 ,0.02 ,0.01 ,0.32 ,0.38 ,-0.01 ,0.25 ,0.32 ,Bptf,"99,048","1,416"
ENSMUSG00000040661.6,[5mCG -],CG,genebody,all_gene,-0.01 ,0.01 ,0.01 ,0.01 ,0.04 ,0.06 ,-0.01 ,0.05 ,0.07 ,Rad54l2,"101,114",794
ENSMUSG00000040738.10,[5mCG -],CG,genebody,all_gene,-0.01 ,0.02 ,0.02 ,0.01 ,0.13 ,0.17 ,-0.01 ,0.14 ,0.19 ,Ints8,"55,102",458
ENSMUSG00000040865.15,[5mCG -],CG,genebody,all_gene,-0.01 ,0.01 ,0.01 ,0.01 ,0.04 ,0.06 ,0.00 ,0.82 ,0.86 ,Ino80d,"156,251","1,419"
ENSMUSG00000041040.12,[5mCG -],CG,genebody,all_gene,-0.01 ,0.04 ,0.05 ,0.01 ,0.24 ,0.29 ,-0.01 ,0.30 ,0.36 ,Fam117b,"72,342",544
ENSMUSG00000041297.8,[5mCG -],CG,genebody,all_gene,-0.01 ,0.03 ,0.03 ,0.01 ,0.18 ,0.23 ,0.00 ,0.42 ,0.49 ,Cdk13,"94,784",673
ENSMUSG00000041415.10,[5mCG -],CG,genebody,all_gene,-0.01 ,0.02 ,0.03 ,0.00 ,0.95 ,0.96 ,-0.01 ,0.16 ,0.21 ,Dicer1,"64,212",881
ENSMUSG00000041477.14,[5mCG -],CG,genebody,all_gene,-0.01 ,0.02 ,0.02 ,0.00 ,0.74 ,0.78 ,-0.01 ,0.12 ,0.16 ,Dcp1b,"46,365",630
ENSMUSG00000041530.16,[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.01 ,0.04 ,0.05 ,-0.01 ,0.31 ,0.37 ,-0.01 ,0.02 ,0.03 ,Ago1,"33,573",431
ENSMUSG00000041632.7,[5mCG -],CG,genebody,all_gene,-0.01 ,0.01 ,0.01 ,0.01 ,0.16 ,0.20 ,-0.01 ,0.12 ,0.17 ,Mrps27,"70,778",847
ENSMUSG00000041763.14,[5mCG -],CG,genebody,all_gene,-0.01 ,0.03 ,0.03 ,0.01 ,0.05 ,0.07 ,0.00 ,0.77 ,0.81 ,Tpp2,"69,355",422
ENSMUSG00000041769.13,[5mCG -],CG,genebody,all_gene,-0.01 ,0.02 ,0.03 ,0.01 ,0.11 ,0.15 ,-0.01 ,0.13 ,0.17 ,Ppp2r2d,"36,980",450
ENSMUSG00000041890.17,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.09 ,0.11 ,0.02 ,0.00 ,0.00 ,0.00 ,0.41 ,0.48 ,Git2,"48,112","1,083"
ENSMUSG00000041926.15,[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.01 ,0.24 ,0.27 ,-0.01 ,0.09 ,0.12 ,-0.01 ,0.01 ,0.01 ,Rnpep,"21,374",331
ENSMUSG00000042055.13,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.05 ,0.05 ,0.01 ,0.03 ,0.04 ,0.00 ,0.39 ,0.46 ,Wdr11,"43,877",488
ENSMUSG00000042410.16,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.07 ,0.08 ,0.01 ,0.01 ,0.01 ,0.01 ,0.30 ,0.37 ,Agps,"99,175",745
ENSMUSG00000042439.12,[5mCG -],CG,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.01 ,0.05 ,0.07 ,0.00 ,0.91 ,0.93 ,Zfp532,"109,215","1,670"
ENSMUSG00000042742.7,[5mCG -],CG,genebody,all_gene,-0.01 ,0.02 ,0.02 ,0.00 ,0.90 ,0.92 ,-0.01 ,0.12 ,0.16 ,RP23-343E20.2,"52,295",337
ENSMUSG00000043909.16,[5mCG -],CG,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.01 ,0.07 ,0.09 ,-0.01 ,0.06 ,0.09 ,Trp53bp1,"78,128",691
ENSMUSG00000043962.16,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.24 ,0.26 ,0.01 ,0.03 ,0.04 ,0.00 ,0.37 ,0.44 ,Thrap3,"38,680",454
ENSMUSG00000044835.15,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.10 ,0.12 ,0.01 ,0.02 ,0.03 ,0.00 ,0.52 ,0.59 ,Ankrd45,"27,809",288
ENSMUSG00000045078.12,[5mCG -],CG,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.01 ,0.24 ,0.29 ,-0.01 ,0.03 ,0.05 ,Rnf216,"122,103","1,131"
ENSMUSG00000045248.6,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.10 ,0.12 ,0.02 ,0.00 ,0.00 ,0.01 ,0.08 ,0.11 ,Med26,"53,711",472
ENSMUSG00000045975.8,[5mCG -],CG,genebody,all_gene,-0.01 ,0.02 ,0.03 ,0.01 ,0.04 ,0.06 ,-0.01 ,0.25 ,0.31 ,C2cd2,"107,391",705
ENSMUSG00000045983.16,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.07 ,0.08 ,0.02 ,0.00 ,0.00 ,0.00 ,0.88 ,0.91 ,Eif4g1,"24,573",434
ENSMUSG00000047022.18,[5mCG -],CG,genebody,all_gene,-0.01 ,0.02 ,0.03 ,0.01 ,0.06 ,0.08 ,-0.01 ,0.06 ,0.09 ,Mipol1,"266,774","1,849"
ENSMUSG00000047036.8,[5mCG -],CG,genebody,all_gene,-0.02 ,0.01 ,0.01 ,0.01 ,0.05 ,0.07 ,0.00 ,0.80 ,0.85 ,Zfp445,"21,479",217
ENSMUSG00000047213.14,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.07 ,0.08 ,0.01 ,0.03 ,0.05 ,0.00 ,0.79 ,0.84 ,Ythdf3,"33,827",256
ENSMUSG00000047368.3,[5mCG -],CG,genebody,all_gene,-0.01 ,0.01 ,0.02 ,0.00 ,0.73 ,0.77 ,-0.01 ,0.11 ,0.15 ,Abhd17b,"32,330",361
ENSMUSG00000047539.9,[5mCG -],CG,genebody,all_gene,-0.02 ,0.00 ,0.01 ,0.01 ,0.10 ,0.13 ,-0.01 ,0.04 ,0.06 ,Fbxo28,"28,529",385
ENSMUSG00000047940.13,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.31 ,0.34 ,0.01 ,0.03 ,0.04 ,0.01 ,0.30 ,0.37 ,Stpg2,"504,607","3,234"
ENSMUSG00000048249.14,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.24 ,0.27 ,0.01 ,0.03 ,0.04 ,0.01 ,0.36 ,0.43 ,Crebrf,"60,987",484
ENSMUSG00000048661.14,[5mCG -],CG,genebody,all_gene,-0.01 ,0.02 ,0.03 ,0.01 ,0.19 ,0.24 ,-0.01 ,0.04 ,0.05 ,Lemd3,"55,921",729
ENSMUSG00000048814.10,[5mCG -],CG,genebody,all_gene,-0.02 ,0.01 ,0.01 ,0.01 ,0.08 ,0.11 ,-0.01 ,0.09 ,0.12 ,Lonrf2,"43,068",506
ENSMUSG00000048874.15,[5mCG -],CG,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.01 ,0.05 ,0.07 ,-0.01 ,0.07 ,0.10 ,Phf3,"71,584",765
ENSMUSG00000048895.13,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.44 ,0.46 ,0.02 ,0.00 ,0.00 ,-0.01 ,0.36 ,0.43 ,Cdk5r1,"4,163",164
ENSMUSG00000049421.13,[5mCG -],CG,genebody,all_gene,-0.02 ,0.00 ,0.01 ,0.01 ,0.07 ,0.10 ,-0.01 ,0.06 ,0.09 ,Zfp260,"12,847",158
ENSMUSG00000049470.13,[5mCG -],CG,genebody,all_gene,-0.01 ,0.01 ,0.01 ,0.01 ,0.05 ,0.06 ,-0.01 ,0.31 ,0.37 ,Aff4,"70,999",530
ENSMUSG00000049659.15,[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.01 ,0.15 ,0.17 ,0.01 ,0.35 ,0.41 ,-0.01 ,0.01 ,0.02 ,Aftph,"56,507",478
ENSMUSG00000049680.17,[5mCG -],CG,genebody,all_gene,-0.01 ,0.03 ,0.04 ,0.01 ,0.27 ,0.32 ,-0.01 ,0.26 ,0.32 ,Urgcp,"48,961",624
ENSMUSG00000050334.12,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.08 ,0.09 ,0.02 ,0.00 ,0.00 ,0.00 ,0.56 ,0.62 ,RP23-88A13.2,"162,815","1,318"
ENSMUSG00000050608.11,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.09 ,0.10 ,0.01 ,0.03 ,0.04 ,0.00 ,0.68 ,0.73 ,Minos1,"29,301",366
ENSMUSG00000050812.18,[5mCG -],CG,genebody,all_gene,-0.01 ,0.01 ,0.01 ,0.01 ,0.06 ,0.09 ,0.00 ,0.35 ,0.42 ,RP23-211P15.1,"113,840",817
ENSMUSG00000050891.9,[5mCG -],CG,genebody,all_gene,-0.01 ,0.03 ,0.04 ,0.01 ,0.17 ,0.21 ,-0.01 ,0.07 ,0.11 ,Tatdn1,"43,585",425
ENSMUSG00000052144.8,[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.01 ,0.12 ,0.13 ,0.00 ,0.52 ,0.57 ,-0.01 ,0.02 ,0.02 ,Ppp4r2,"36,314",373
ENSMUSG00000052299.9,[5mCG -],CG,genebody,all_gene,-0.01 ,0.02 ,0.02 ,0.01 ,0.04 ,0.05 ,0.00 ,0.66 ,0.72 ,Ltn1,"55,963",654
ENSMUSG00000052446.17,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.14 ,0.16 ,0.01 ,0.01 ,0.02 ,0.00 ,0.61 ,0.68 ,Zfp961,"42,756",351
ENSMUSG00000052459.13,[5mCG -],CG,genebody,all_gene,-0.01 ,0.02 ,0.02 ,0.01 ,0.19 ,0.24 ,-0.01 ,0.26 ,0.32 ,Atp6v1a,"54,305",567
ENSMUSG00000052584.10,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.07 ,0.08 ,0.02 ,0.00 ,0.00 ,0.00 ,0.89 ,0.92 ,Serp2,"24,077",357
ENSMUSG00000053153.14,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.13 ,0.14 ,0.01 ,0.02 ,0.03 ,0.01 ,0.28 ,0.35 ,Spag16,"898,164","5,086"
ENSMUSG00000054414.4,[5mCG -],CG,genebody,all_gene,-0.01 ,0.02 ,0.02 ,0.01 ,0.12 ,0.15 ,-0.01 ,0.27 ,0.34 ,Slc30a7,"68,435",746
ENSMUSG00000055531.12,[5mCG -],CG,genebody,all_gene,-0.01 ,0.03 ,0.04 ,0.00 ,0.88 ,0.90 ,-0.01 ,0.04 ,0.05 ,Cpsf6,"35,344",468
ENSMUSG00000056919.9,[5mCG -],CG,genebody,all_gene,-0.01 ,0.01 ,0.01 ,0.00 ,0.60 ,0.65 ,-0.01 ,0.09 ,0.12 ,Cep162,"65,961",633
ENSMUSG00000057181.15,[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.01 ,0.14 ,0.16 ,0.00 ,0.67 ,0.72 ,-0.01 ,0.01 ,0.02 ,RP23-252E4.2,"17,544",183
ENSMUSG00000059263.9,[5mCG -],CG,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.01 ,0.05 ,0.07 ,-0.01 ,0.21 ,0.27 ,Usp47,"88,159",554
ENSMUSG00000059811.13,[5mCG -],CG,genebody,all_gene,-0.01 ,0.01 ,0.02 ,0.01 ,0.30 ,0.35 ,-0.01 ,0.09 ,0.13 ,Atl2,"47,735",553
ENSMUSG00000060147.15,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.05 ,0.06 ,0.02 ,0.00 ,0.00 ,0.00 ,0.53 ,0.59 ,Serpinb6a,"84,878",585
ENSMUSG00000060261.15,[5mCG -],CG,genebody,all_gene,-0.01 ,0.01 ,0.01 ,0.00 ,0.77 ,0.80 ,-0.01 ,0.26 ,0.33 ,Gtf2i,"76,928","1,447"
ENSMUSG00000060530.2,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.25 ,0.28 ,0.02 ,0.00 ,0.00 ,0.01 ,0.26 ,0.33 ,RP24-288B1.2,"132,462",857
ENSMUSG00000061313.8,[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.01 ,0.15 ,0.16 ,0.00 ,0.71 ,0.75 ,-0.01 ,0.01 ,0.02 ,Ddhd2,"29,252",381
ENSMUSG00000061755.10,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.05 ,0.06 ,0.02 ,0.00 ,0.01 ,0.00 ,0.81 ,0.85 ,Bod1l,"56,779",471
ENSMUSG00000062519.13,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.07 ,0.08 ,0.02 ,0.00 ,0.01 ,0.00 ,0.80 ,0.85 ,Zfp398,"37,878",396
ENSMUSG00000062761.7,[5mCG -],CG,genebody,all_gene,-0.01 ,0.03 ,0.04 ,0.01 ,0.30 ,0.35 ,-0.01 ,0.08 ,0.11 ,Zfp512,"29,325",283
ENSMUSG00000062822.8,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.14 ,0.16 ,0.02 ,0.01 ,0.01 ,0.00 ,0.48 ,0.55 ,CH36-200G6.4,"23,354",296
ENSMUSG00000065979.12,[5mCG -],CG,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.01 ,0.05 ,0.08 ,-0.01 ,0.15 ,0.20 ,Cpped1,"105,726","1,023"
ENSMUSG00000066151.11,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.04 ,0.05 ,0.01 ,0.03 ,0.05 ,0.00 ,0.85 ,0.88 ,Fkbp15,"60,208",458
ENSMUSG00000066568.12,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.25 ,0.27 ,0.01 ,0.03 ,0.04 ,0.00 ,0.85 ,0.89 ,Lsm14a,"48,671",520
ENSMUSG00000066735.8,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.09 ,0.10 ,0.01 ,0.01 ,0.01 ,0.00 ,0.61 ,0.67 ,Vkorc1l1,"44,724",415
ENSMUSG00000068739.13,[5hmCG +],CG,genebody,all_gene,-0.01 ,0.15 ,0.17 ,0.02 ,0.00 ,0.00 ,0.01 ,0.32 ,0.38 ,Sars,"20,346",342
