"gene_id","gene_name","type","Gene_length","Cpg_number"
"ENSMUSG00000086151.3","AC153137.2","geneslop2k",4724,26
"ENSMUSG00000086726.2","AC121911.1","geneslop2k",4727,15
"ENSMUSG00000087346.2","AC121911.2","geneslop2k",4723,26
"ENSMUSG00000100371.1","RP24-173I18.1","geneslop2k",81267,240
"ENSMUSG00000100237.1","RP24-173I18.2","geneslop2k",5757,23
"ENSMUSG00000098529.1","Gm27362","geneslop2k",4138,13
"ENSMUSG00000086727.7","AC121888.2","geneslop2k",91459,404
"ENSMUSG00000100910.1","RP24-421A2.2","geneslop2k",18080,69
"ENSMUSG00000099796.1","RP24-421A2.1","geneslop2k",4225,30
"ENSMUSG00000050217.13","Lgsn","geneslop2k",32325,165
"ENSMUSG00000026063.4","Pih1d3","geneslop2k",5451,38
"ENSMUSG00000077664.1","Gm26145","geneslop2k",4127,0
"ENSMUSG00000100205.1","RP24-142M5.2","geneslop2k",4559,15
"ENSMUSG00000100592.1","RP24-142M5.3","geneslop2k",4564,21
"ENSMUSG00000094215.2","RP24-142M5.1","geneslop2k",4696,23
"ENSMUSG00000101093.1","RP24-342F15.1","geneslop2k",5861,10
"ENSMUSG00000070960.4","RP24-270O22.1","geneslop2k",5513,41
"ENSMUSG00000088620.1","Gm23032","geneslop2k",4107,6
"ENSMUSG00000082159.2","AC134327.1","geneslop2k",4835,23
"ENSMUSG00000026058.11","Khdrbs2","geneslop2k",489855,1374
"ENSMUSG00000064688.1","Gm25814","geneslop2k",4107,16
"ENSMUSG00000103482.1","RP23-109J14.2","geneslop2k",5809,26
"ENSMUSG00000104498.1","RP23-109J14.3","geneslop2k",5628,13
"ENSMUSG00000104313.1","RP23-109J14.5","geneslop2k",5545,15
"ENSMUSG00000102865.1","RP24-390L20.1","geneslop2k",5437,29
"ENSMUSG00000102321.1","RP24-390L20.5","geneslop2k",7413,25
"ENSMUSG00000091318.2","RP24-390L20.3","geneslop2k",7609,44
"ENSMUSG00000089489.1","Gm24732","geneslop2k",4063,14
"ENSMUSG00000104433.1","RP23-28G12.2","geneslop2k",6470,28
"ENSMUSG00000089395.1","Gm23024","geneslop2k",4292,11
"ENSMUSG00000102926.1","RP23-144E24.1","geneslop2k",9007,30
"ENSMUSG00000100497.1","RP23-75G11.1","geneslop2k",6131,37
"ENSMUSG00000102917.1","RP23-75G11.4","geneslop2k",5221,0
"ENSMUSG00000100481.1","RP23-75G11.2","geneslop2k",5789,51
"ENSMUSG00000100590.1","RP23-75G11.3","geneslop2k",4751,25
"ENSMUSG00000088750.1","Gm24901","geneslop2k",4110,0
"ENSMUSG00000104230.1","RP23-154N2.3","geneslop2k",6702,32
"ENSMUSG00000101754.2","RP23-154N2.2","geneslop2k",5693,15
"ENSMUSG00000065223.1","Gm25792","geneslop2k",4100,2
"ENSMUSG00000100318.2","RP23-443F6.1","geneslop2k",4913,6
"ENSMUSG00000101612.2","RP23-125B4.2","geneslop2k",6255,34
"ENSMUSG00000065260.1","Gm23453","geneslop2k",4106,7
"ENSMUSG00000026134.11","Prim2","geneslop2k",219986,1520
"ENSMUSG00000101682.1","RP23-125B4.3","geneslop2k",4418,35
"ENSMUSG00000102714.1","RP24-423J19.3","geneslop2k",7075,38
"ENSMUSG00000102093.1","RP24-423J19.6","geneslop2k",4328,42
"ENSMUSG00000103746.1","RP24-423J19.1","geneslop2k",4889,106
"ENSMUSG00000102198.1","RP24-423J19.7","geneslop2k",6314,84
"ENSMUSG00000004768.14","Rab23","geneslop2k",26678,365
"ENSMUSG00000042215.8","Bag2","geneslop2k",16312,269
"ENSMUSG00000103072.1","RP23-32P22.1","geneslop2k",4341,72
"ENSMUSG00000042197.13","Zfp451","geneslop2k",57051,459
"ENSMUSG00000081402.4","AC163668.5","geneslop2k",6557,92
"ENSMUSG00000042182.16","Bend6","geneslop2k",59765,491
"ENSMUSG00000104416.1","RP23-32P22.2","geneslop2k",5628,34
"ENSMUSG00000026131.18","Dst","geneslop2k",404437,4978
"ENSMUSG00000103596.1","RP23-87D8.2","geneslop2k",6384,30
"ENSMUSG00000099382.1","RP23-87D8.1","geneslop2k",4334,38
"ENSMUSG00000084506.1","Gm23792","geneslop2k",4093,47
"ENSMUSG00000103364.1","RP23-87D8.4","geneslop2k",5698,61
"ENSMUSG00000105982.1","Mir6896","geneslop2k",4073,67
"ENSMUSG00000096992.3","RP23-151I7.1","geneslop2k",16591,326
"ENSMUSG00000103001.1","RP24-422C24.3","geneslop2k",5247,85
"ENSMUSG00000104397.1","RP24-152H15.5","geneslop2k",4875,45
"ENSMUSG00000102839.1","RP24-152H15.4","geneslop2k",4387,12
"ENSMUSG00000101206.1","RP24-152H15.2","geneslop2k",5633,23
"ENSMUSG00000101462.2","RP24-152H15.3","geneslop2k",6937,11
"ENSMUSG00000102336.1","RP24-554B1.11","geneslop2k",10263,106
"ENSMUSG00000092852.1","Mir5103","geneslop2k",4079,90
"ENSMUSG00000042111.9","Ccdc115","geneslop2k",7003,153
"ENSMUSG00000101711.1","RP24-554B1.1","geneslop2k",9220,165
"ENSMUSG00000026127.13","Imp4","geneslop2k",13506,172
"ENSMUSG00000026126.15","Ptpn18","geneslop2k",19972,225
"ENSMUSG00000100280.2","RP24-554B1.10","geneslop2k",8315,105
"ENSMUSG00000101223.6","RP24-554B1.5","geneslop2k",12767,89
"ENSMUSG00000026125.9","Prss39","geneslop2k",8654,104
"ENSMUSG00000101116.1","RP24-554B1.9","geneslop2k",4292,20
"ENSMUSG00000026124.4","Cfc1","geneslop2k",12666,117
"ENSMUSG00000101803.1","RP24-554B1.8","geneslop2k",4475,80
"ENSMUSG00000037529.13","Prss40","geneslop2k",20976,140
"ENSMUSG00000045815.4","RP24-70I14.1","geneslop2k",4510,97
"ENSMUSG00000045174.10","Amer3","geneslop2k",15288,212
"ENSMUSG00000100524.1","RP24-70I14.3","geneslop2k",4423,28
"ENSMUSG00000102499.1","RP24-70I14.5","geneslop2k",4235,19
"ENSMUSG00000103521.1","RP24-70I14.6","geneslop2k",5396,21
"ENSMUSG00000104098.1","RP24-70I14.4","geneslop2k",4646,72
"ENSMUSG00000037509.20","Arhgef4","geneslop2k",139122,1101
"ENSMUSG00000102537.1","RP23-166L24.2","geneslop2k",4148,75
"ENSMUSG00000102612.1","RP23-348C6.5","geneslop2k",4355,43
"ENSMUSG00000104002.2","RP23-348C6.3","geneslop2k",6549,97
"ENSMUSG00000037503.12","Fam168b","geneslop2k",33847,321
"ENSMUSG00000104358.1","RP23-348C6.1","geneslop2k",7036,54
"ENSMUSG00000026123.11","Plekhb2","geneslop2k",33605,341
"ENSMUSG00000103716.1","RP23-348C6.4","geneslop2k",6137,113
"ENSMUSG00000103548.1","RP23-348C6.6","geneslop2k",4229,18
"ENSMUSG00000103760.1","RP23-348C6.7","geneslop2k",4436,16
"ENSMUSG00000103997.1","RP23-309D5.1","geneslop2k",4235,16
"ENSMUSG00000077231.1","Gm25096","geneslop2k",4129,0
"ENSMUSG00000104417.1","RP24-550I15.1","geneslop2k",29692,144
"ENSMUSG00000064601.1","Gm25634","geneslop2k",4105,22
"ENSMUSG00000101714.1","RP23-463E4.1","geneslop2k",7489,52
"ENSMUSG00000102531.1","RP24-72B22.1","geneslop2k",5275,22
"ENSMUSG00000103096.1","RP24-72B22.2","geneslop2k",4904,42
"ENSMUSG00000102279.1","RP24-424K5.3","geneslop2k",8414,40
"ENSMUSG00000103708.1","RP24-424K5.4","geneslop2k",12060,83
"ENSMUSG00000104201.1","RP24-424K5.1","geneslop2k",4823,30
"ENSMUSG00000102434.1","RP24-424K5.2","geneslop2k",5372,39
"ENSMUSG00000045216.7","Hs6st1","geneslop2k",42047,491
"ENSMUSG00000104523.1","RP24-424K5.5","geneslop2k",5063,92
"ENSMUSG00000102202.1","RP23-173H19.3","geneslop2k",10705,66
"ENSMUSG00000037470.14","Uggt1","geneslop2k",108694,888
"ENSMUSG00000098752.1","Mir6897","geneslop2k",4062,55
"ENSMUSG00000047180.8","Neurl3","geneslop2k",14083,180
"ENSMUSG00000037447.16","Arid5a","geneslop2k",20297,297
"ENSMUSG00000102762.1","RP23-134L6.5","geneslop2k",4713,23
"ENSMUSG00000010453.12","Kansl3","geneslop2k",37452,347
"ENSMUSG00000098680.1","Mir6898","geneslop2k",4077,30
"ENSMUSG00000037432.15","Fer1l5","geneslop2k",53820,454
"ENSMUSG00000001143.13","Lman2l","geneslop2k",29401,335
"ENSMUSG00000037408.10","Cnnm4","geneslop2k",41145,474
"ENSMUSG00000104316.1","RP23-294I17.4","geneslop2k",6159,90
"ENSMUSG00000106081.1","Gm47280","geneslop2k",4141,65
"ENSMUSG00000001138.13","Cnnm3","geneslop2k",20371,355
"ENSMUSG00000102845.1","RP23-294I17.6","geneslop2k",4704,35
"ENSMUSG00000067653.12","Ankrd23","geneslop2k",10696,136
"ENSMUSG00000109510.1","RP23-294I17.8","geneslop2k",13237,172
"ENSMUSG00000079610.9","Ankrd39","geneslop2k",13939,201
"ENSMUSG00000026121.13","Sema4c","geneslop2k",13711,435
"ENSMUSG00000087589.3","AC084391.4","geneslop2k",11913,264
"ENSMUSG00000046337.17","Fam178b","geneslop2k",124492,799
"ENSMUSG00000089906.1","RP23-247A1.1","geneslop2k",4345,46
"ENSMUSG00000077939.1","Gm24133","geneslop2k",4075,21
"ENSMUSG00000061518.11","Cox5b","geneslop2k",6233,123
"ENSMUSG00000037351.9","Actr1b","geneslop2k",20309,220
"ENSMUSG00000102416.4","RP23-247A1.6","geneslop2k",51805,343
"ENSMUSG00000104237.1","RP23-247A1.7","geneslop2k",9745,74
"ENSMUSG00000026117.10","Zap70","geneslop2k",25021,347
"ENSMUSG00000097291.1","RP23-247A1.2","geneslop2k",5012,73
"ENSMUSG00000026116.11","Tmem131","geneslop2k",155476,1319
"ENSMUSG00000103016.1","RP23-328J8.4","geneslop2k",4143,28
"ENSMUSG00000102930.1","RP23-328J8.2","geneslop2k",6939,42
"ENSMUSG00000103159.1","RP23-328J8.3","geneslop2k",7552,59
"ENSMUSG00000080054.3","Rpl12-ps1","geneslop2k",4498,29
"ENSMUSG00000095944.1","n-R5s210","geneslop2k",4119,30
"ENSMUSG00000050122.18","Vwa3b","geneslop2k",165018,1312
"ENSMUSG00000103603.1","RP23-259P18.1","geneslop2k",4992,17
"ENSMUSG00000026114.14","Cnga3","geneslop2k",52951,420
"ENSMUSG00000102231.1","RP23-271C13.1","geneslop2k",4346,95
"ENSMUSG00000026113.17","Inpp4a","geneslop2k",114872,1007
"ENSMUSG00000086064.1","AC133096.2","geneslop2k",8506,46
"ENSMUSG00000102879.1","RP23-271C13.2","geneslop2k",4534,20
"ENSMUSG00000026112.7","Coa5","geneslop2k",17020,153
"ENSMUSG00000026111.15","Unc50","geneslop2k",12986,191
"ENSMUSG00000026110.15","Mgat4a","geneslop2k",105677,906
"ENSMUSG00000103948.1","RP23-285H9.2","geneslop2k",6755,76
"ENSMUSG00000087233.1","AC084390.5","geneslop2k",5790,68
"ENSMUSG00000026090.16","AC140321.1","geneslop2k",112409,1161
"ENSMUSG00000089767.1","AC123068.2","geneslop2k",5114,76
"ENSMUSG00000104365.1","RP23-402K6.2","geneslop2k",5926,42
"ENSMUSG00000102650.1","RP23-21P10.1","geneslop2k",6218,70
"ENSMUSG00000060771.14","Tsga10","geneslop2k",115654,426
"ENSMUSG00000097268.1","RP24-178E16.1","geneslop2k",10090,184
"ENSMUSG00000037216.5","Lipt1","geneslop2k",8491,111
"ENSMUSG00000026088.15","Mitd1","geneslop2k",19611,200
"ENSMUSG00000026087.11","Mrpl30","geneslop2k",12059,116
"ENSMUSG00000061584.6","Lyg2","geneslop2k",14571,110
"ENSMUSG00000087374.1","AC119189.3","geneslop2k",24541,132
"ENSMUSG00000026085.11","Lyg1","geneslop2k",15024,128
"ENSMUSG00000089141.1","Gm23409","geneslop2k",4237,17
"ENSMUSG00000058407.12","Txndc9","geneslop2k",16705,286
"ENSMUSG00000026083.12","Eif5b","geneslop2k",61570,514
"ENSMUSG00000026082.11","Rev1","geneslop2k",81016,562
"ENSMUSG00000103804.1","RP23-195A24.4","geneslop2k",5011,28
"ENSMUSG00000102716.1","RP23-195A24.5","geneslop2k",31810,188
"ENSMUSG00000037138.17","Aff3","geneslop2k",491630,4858
"ENSMUSG00000085391.1","AC138386.1","geneslop2k",15247,157
"ENSMUSG00000085280.1","AC117789.3","geneslop2k",8029,70
"ENSMUSG00000087131.7","AC117789.2","geneslop2k",13026,136
"ENSMUSG00000102984.1","RP24-390D21.4","geneslop2k",4529,34
"ENSMUSG00000102541.1","RP24-187B13.4","geneslop2k",4502,77
"ENSMUSG00000103531.1","RP24-187B13.3","geneslop2k",4503,62
"ENSMUSG00000048814.10","Lonrf2","geneslop2k",47067,444
"ENSMUSG00000026080.13","Chst10","geneslop2k",38295,371
"ENSMUSG00000103647.1","RP23-101P2.3","geneslop2k",7319,78
"ENSMUSG00000102447.1","RP23-101P2.5","geneslop2k",4772,30
"ENSMUSG00000067604.8","Nms","geneslop2k",15128,123
"ENSMUSG00000026078.10","Pdcl3","geneslop2k",15631,211
"ENSMUSG00000103046.1","RP23-101P2.6","geneslop2k",5639,86
"ENSMUSG00000104188.1","RP24-226L19.1","geneslop2k",12990,42
"ENSMUSG00000103182.1","RP24-226L19.2","geneslop2k",6087,18
"ENSMUSG00000098833.1","Mir6349","geneslop2k",4097,32
"ENSMUSG00000026077.15","Npas2","geneslop2k",173506,1636
"ENSMUSG00000092553.1","RP24-180L10.1","geneslop2k",4283,20
"ENSMUSG00000092563.1","RP24-539E18.2","geneslop2k",4555,50
"ENSMUSG00000073702.11","Rpl31","geneslop2k",8070,176
"ENSMUSG00000003134.10","Tbc1d8","geneslop2k",111264,1103
"ENSMUSG00000102607.1","RP24-539E18.5","geneslop2k",4885,48
"ENSMUSG00000065629.2","Gm24826","geneslop2k",4215,12
"ENSMUSG00000104827.1","Gm24826","geneslop2k",4216,12
"ENSMUSG00000003135.15","Cnot11","geneslop2k",15898,232
"ENSMUSG00000085894.1","AC074336.1","geneslop2k",8433,57
"ENSMUSG00000077704.1","Snord89","geneslop2k",4110,26
"ENSMUSG00000048234.13","Rnf149","geneslop2k",30110,314
"ENSMUSG00000064936.1","Gm23722","geneslop2k",4130,32
"ENSMUSG00000102471.1","RP24-505E24.2","geneslop2k",4589,60
"ENSMUSG00000050967.5","Creg2","geneslop2k",37069,320
"ENSMUSG00000097083.1","RP24-505E24.3","geneslop2k",11215,130
"ENSMUSG00000057173.8","Rfx8","geneslop2k",59697,633
"ENSMUSG00000091937.3","RP23-469H11.2","geneslop2k",5185,34
"ENSMUSG00000101634.6","RP23-469H11.1","geneslop2k",12160,109
"ENSMUSG00000026074.15","Map4k4","geneslop2k",129398,1562
"ENSMUSG00000102985.1","RP24-127D13.5","geneslop2k",5330,23
"ENSMUSG00000026073.13","Il1r2","geneslop2k",55153,426
"ENSMUSG00000097899.2","RP24-127D13.3","geneslop2k",13624,96
"ENSMUSG00000102975.1","RP24-127D13.2","geneslop2k",7071,39
"ENSMUSG00000026072.12","Il1r1","geneslop2k",96178,675
"ENSMUSG00000103560.1","RP24-317P24.1","geneslop2k",10480,39
"ENSMUSG00000070942.8","Il1rl2","geneslop2k",46953,369
"ENSMUSG00000103230.1","RP23-100P14.3","geneslop2k",4685,40
"ENSMUSG00000026069.15","Il1rl1","geneslop2k",39846,275
"ENSMUSG00000026070.15","Il18r1","geneslop2k",39303,289
"ENSMUSG00000026068.11","Il18rap","geneslop2k",40344,216
"ENSMUSG00000104441.1","RP23-346B12.3","geneslop2k",12475,50
"ENSMUSG00000026065.8","Slc9a4","geneslop2k",54645,358
"ENSMUSG00000102676.1","RP23-346B12.4","geneslop2k",7947,56
"ENSMUSG00000026062.12","Slc9a2","geneslop2k",92700,856
"ENSMUSG00000103679.1","RP23-413K6.3","geneslop2k",10195,70
"ENSMUSG00000103270.1","RP23-413K6.4","geneslop2k",17959,145
"ENSMUSG00000041945.12","Mfsd9","geneslop2k",22650,219
"ENSMUSG00000079588.3","Tmem182","geneslop2k",55287,360
"ENSMUSG00000094136.2","RP23-247G20.1","geneslop2k",4496,33
"ENSMUSG00000104072.1","RP24-532K6.1","geneslop2k",17666,60
"ENSMUSG00000100185.1","RP23-59E7.1","geneslop2k",6613,3
"ENSMUSG00000100832.1","RP23-176M9.1","geneslop2k",161753,726
"ENSMUSG00000100178.1","RP24-177N20.1","geneslop2k",5045,28
"ENSMUSG00000101877.1","RP24-177N20.2","geneslop2k",5099,32
"ENSMUSG00000053640.2","RP24-421J9.1","geneslop2k",5383,76
"ENSMUSG00000101919.1","RP24-421J9.5","geneslop2k",4463,21
"ENSMUSG00000101299.2","RP24-421J9.3","geneslop2k",46558,331
"ENSMUSG00000100180.1","RP24-421J9.4","geneslop2k",35348,211
"ENSMUSG00000103106.1","RP23-480H8.1","geneslop2k",7851,116
"ENSMUSG00000060424.14","Pantr1","geneslop2k",108061,997
"ENSMUSG00000104199.1","RP23-71K9.3","geneslop2k",4676,45
"ENSMUSG00000093436.6","RP23-114H2.1","geneslop2k",53867,829
"ENSMUSG00000045515.3","Pou3f3","geneslop2k",11409,407
"ENSMUSG00000097063.3","Pantr2","geneslop2k",10394,176
"ENSMUSG00000099784.1","Dalir","geneslop2k",6170,16
"ENSMUSG00000060679.14","Mrps9","geneslop2k",58451,501
"ENSMUSG00000077448.1","Gm23126","geneslop2k",4134,6
"ENSMUSG00000041907.9","Gpr45","geneslop2k",86585,456
"ENSMUSG00000089088.1","Gm24001","geneslop2k",4085,20
"ENSMUSG00000070939.9","Tgfbrap1","geneslop2k",55438,509
"ENSMUSG00000100269.1","RP23-466C15.3","geneslop2k",4868,35
"ENSMUSG00000041878.3","RP23-466C15.4","geneslop2k",5248,108
"ENSMUSG00000010290.7","AC161207.1","geneslop2k",21238,153
"ENSMUSG00000008136.14","Fhl2","geneslop2k",77911,640
"ENSMUSG00000094497.1","AC161207.2","geneslop2k",4483,61
"ENSMUSG00000099576.1","RP23-305F24.3","geneslop2k",56770,256
"ENSMUSG00000099694.1","RP23-305F24.2","geneslop2k",4453,30
"ENSMUSG00000101923.1","RP23-389C9.4","geneslop2k",4380,31
"ENSMUSG00000066877.11","Nck2","geneslop2k",129937,1036
"ENSMUSG00000103422.1","RP23-389C9.3","geneslop2k",6491,28
"ENSMUSG00000103945.1","RP23-435E15.3","geneslop2k",5293,44
"ENSMUSG00000026051.8","AC159092.1","geneslop2k",15977,109
"ENSMUSG00000100764.1","RP23-103C13.1","geneslop2k",5935,24
"ENSMUSG00000100635.1","RP23-103C13.2","geneslop2k",4612,23
"ENSMUSG00000100480.1","RP23-103C13.5","geneslop2k",4499,14
"ENSMUSG00000057363.12","Uxs1","geneslop2k",84835,593
"ENSMUSG00000090243.1","AC159092.3","geneslop2k",5279,39
"ENSMUSG00000100701.1","RP24-316C22.1","geneslop2k",4545,58
"ENSMUSG00000101395.1","RP24-316C22.2","geneslop2k",4816,87
"ENSMUSG00000088848.1","Gm26352","geneslop2k",4125,18
"ENSMUSG00000095757.1","Gm24180","geneslop2k",4110,5
"ENSMUSG00000041763.14","Tpp2","geneslop2k",73354,310
"ENSMUSG00000047343.4","Mettl21c","geneslop2k",14627,61
"ENSMUSG00000090106.1","AC111064.2","geneslop2k",4180,18
"ENSMUSG00000091844.1","Gm8251","geneslop2k",9985,74
"ENSMUSG00000026049.11","Tex30","geneslop2k",19829,174
"ENSMUSG00000101104.6","RP24-343K18.1","geneslop2k",23328,201
"ENSMUSG00000026047.13","Kdelc1","geneslop2k",16263,168
"ENSMUSG00000041684.11","Bivm","geneslop2k",29814,242
"ENSMUSG00000026048.16","Ercc5","geneslop2k",37517,268
"ENSMUSG00000046828.3","Mettl21e","geneslop2k",18892,101
"ENSMUSG00000089703.1","AC110217.1","geneslop2k",4957,63
"ENSMUSG00000100966.1","RP23-210C21.1","geneslop2k",4989,7
"ENSMUSG00000100769.1","RP23-210C21.2","geneslop2k",5639,1
"ENSMUSG00000101567.1","Txn-ps1","geneslop2k",4309,12
"ENSMUSG00000056870.9","Gulp1","geneslop2k",249328,674
"ENSMUSG00000102319.1","RP23-68D4.1","geneslop2k",8563,12
"ENSMUSG00000089877.1","AC107810.1","geneslop2k",4420,36
"ENSMUSG00000101701.1","RP24-541P18.3","geneslop2k",9274,46
"ENSMUSG00000103071.1","RP24-541P18.1","geneslop2k",5551,6
"ENSMUSG00000100434.1","RP23-231B19.1","geneslop2k",4528,9
"ENSMUSG00000100013.1","RP23-231B19.2","geneslop2k",4667,13
"ENSMUSG00000101251.1","RP23-231B19.3","geneslop2k",4745,9
"ENSMUSG00000101937.1","RP23-274N9.1","geneslop2k",4940,12
"ENSMUSG00000026043.18","Col3a1","geneslop2k",42169,205
"ENSMUSG00000105211.1","Gm47302","geneslop2k",4141,17
"ENSMUSG00000026042.16","Col5a2","geneslop2k",132962,479
"ENSMUSG00000104476.1","RP24-370G18.1","geneslop2k",11217,28
"ENSMUSG00000100218.1","RP23-304F24.1","geneslop2k",4524,14
"ENSMUSG00000100361.1","RP23-304F24.2","geneslop2k",4981,25
"ENSMUSG00000100894.1","RP23-304F24.3","geneslop2k",4728,14
"ENSMUSG00000095121.1","Gm23216","geneslop2k",4107,6
"ENSMUSG00000065255.1","Gm23974","geneslop2k",4131,3
"ENSMUSG00000100843.1","RP24-350F5.1","geneslop2k",5150,79
"ENSMUSG00000087764.1","Gm23984","geneslop2k",4203,5
"ENSMUSG00000025995.16","Wdr75","geneslop2k",32454,247
"ENSMUSG00000099850.1","RP23-241P4.1","geneslop2k",6989,24
"ENSMUSG00000084817.3","AC121575.1","geneslop2k",4423,28
"ENSMUSG00000098549.1","RP23-183P22.1","geneslop2k",4749,25
"ENSMUSG00000099381.1","RP23-183P22.3","geneslop2k",5176,33
"ENSMUSG00000025993.10","Slc40a1","geneslop2k",22456,184
"ENSMUSG00000099946.1","RP23-183P22.5","geneslop2k",9794,26
"ENSMUSG00000070896.2","Rpl23a-ps1","geneslop2k",4465,20
"ENSMUSG00000090682.4","RP23-183P22.2","geneslop2k",4264,32
"ENSMUSG00000044457.8","Stk-ps2","geneslop2k",14398,75
"ENSMUSG00000099432.1","RP24-85N11.1","geneslop2k",6677,39
"ENSMUSG00000041144.10","Dnah7b","geneslop2k",311232,871
"ENSMUSG00000096047.1","n-R5s211","geneslop2k",4119,16
"ENSMUSG00000101262.1","RP23-76C10.2","geneslop2k",6431,49
"ENSMUSG00000101337.6","Dnah7c","geneslop2k",385885,907
"ENSMUSG00000025986.6","Slc39a10","geneslop2k",89309,594
"ENSMUSG00000100213.1","RP24-287C2.2","geneslop2k",4951,30
"ENSMUSG00000103129.1","RP24-287C2.1","geneslop2k",7870,35
"ENSMUSG00000100160.1","RP23-461J11.1","geneslop2k",4297,25
"ENSMUSG00000101921.1","RP23-69F3.1","geneslop2k",4238,6
"ENSMUSG00000101447.1","WI1-2263N2.1","geneslop2k",39611,36
"ENSMUSG00000081185.1","AC102313.1","geneslop2k",4729,41
"ENSMUSG00000103246.1","RP23-240G10.1","geneslop2k",5942,10
"ENSMUSG00000098876.1","Mir6350","geneslop2k",4105,17
"ENSMUSG00000100530.1","RP23-240G10.2","geneslop2k",5331,11
"ENSMUSG00000104067.1","RP23-241J21.2","geneslop2k",4906,25
"ENSMUSG00000100033.1","RP23-241J21.1","geneslop2k",5938,26
"ENSMUSG00000094968.1","Gm22419","geneslop2k",4121,1
"ENSMUSG00000088017.1","Gm23829","geneslop2k",4270,4
"ENSMUSG00000101996.1","RP24-275N11.1","geneslop2k",4827,30
"ENSMUSG00000096973.1","RP24-257G18.1","geneslop2k",4986,2
"ENSMUSG00000064943.1","Gm23240","geneslop2k",4121,7
"ENSMUSG00000100866.1","RP24-267A19.1","geneslop2k",4213,14
"ENSMUSG00000101721.1","RP23-263K13.1","geneslop2k",5512,28
"ENSMUSG00000099376.1","RP23-263K13.2","geneslop2k",4931,9
"ENSMUSG00000097883.1","RP23-34F5.1","geneslop2k",5011,13
"ENSMUSG00000092790.1","Gm22693","geneslop2k",4442,5
"ENSMUSG00000099698.1","RP24-469G14.1","geneslop2k",4215,1
"ENSMUSG00000099454.1","RP24-469G14.2","geneslop2k",4993,10
"ENSMUSG00000051616.14","RP24-170N13.1","geneslop2k",99828,133
"ENSMUSG00000099627.1","RP24-292D18.1","geneslop2k",5706,9
"ENSMUSG00000099577.1","RP24-292D18.2","geneslop2k",4440,9
"ENSMUSG00000099882.1","RP23-294D6.1","geneslop2k",4437,3
"ENSMUSG00000101760.1","RP23-249J23.1","geneslop2k",5709,11
"ENSMUSG00000099608.1","RP23-249J23.2","geneslop2k",5493,8
"ENSMUSG00000099864.1","RP23-249J23.3","geneslop2k",4726,20
"ENSMUSG00000098249.1","Gm27330","geneslop2k",4132,10
"ENSMUSG00000100451.1","RP24-92O11.1","geneslop2k",4528,11
"ENSMUSG00000099941.1","RP23-212E14.1","geneslop2k",4162,9
"ENSMUSG00000084531.1","Gm25843","geneslop2k",4314,6
"ENSMUSG00000100816.1","RP24-479J20.1","geneslop2k",6327,2
"ENSMUSG00000026109.14","Tmeff2","geneslop2k",290624,1333
"ENSMUSG00000100671.1","RP23-122O4.1","geneslop2k",5475,9
"ENSMUSG00000092906.1","Gm25736","geneslop2k",4101,9
"ENSMUSG00000101242.1","RP24-330P10.1","geneslop2k",6942,43
"ENSMUSG00000099924.1","RP24-330P10.2","geneslop2k",6273,37
"ENSMUSG00000099625.1","RP24-555D5.1","geneslop2k",6528,51
"ENSMUSG00000101799.1","RP24-555D5.2","geneslop2k",119394,611
"ENSMUSG00000045954.7","Sdpr","geneslop2k",17835,136
"ENSMUSG00000099741.1","RP24-240I9.2","geneslop2k",5025,38
"ENSMUSG00000101702.1","RP24-267E6.2","geneslop2k",5000,23
"ENSMUSG00000026107.11","Nabp1","geneslop2k",16564,148
"ENSMUSG00000099413.1","RP23-273G4.1","geneslop2k",93633,439
"ENSMUSG00000103424.1","RP23-273G4.2","geneslop2k",6365,32
"ENSMUSG00000101741.1","RP23-139L20.1","geneslop2k",54620,196
"ENSMUSG00000018417.14","Myo1b","geneslop2k",170307,1603
"ENSMUSG00000101724.1","RP23-373D7.2","geneslop2k",5279,37
"ENSMUSG00000100313.1","RP23-348P7.1","geneslop2k",6499,80
"ENSMUSG00000100696.1","RP23-348P7.3","geneslop2k",4412,26
"ENSMUSG00000099135.1","Gm27607","geneslop2k",4122,31
"ENSMUSG00000072324.4","RP23-348P7.2","geneslop2k",4598,36
"ENSMUSG00000062939.11","Stat4","geneslop2k",124042,711
"ENSMUSG00000101628.1","RP24-194N4.4","geneslop2k",82827,873
"ENSMUSG00000078291.1","RP24-194N4.2","geneslop2k",4432,21
"ENSMUSG00000109599.1","RP24-194N4.6","geneslop2k",9631,91
"ENSMUSG00000026104.14","Stat1","geneslop2k",46426,609
"ENSMUSG00000099569.1","RP24-194N4.5","geneslop2k",4888,68
"ENSMUSG00000026103.14","Gls","geneslop2k",73785,494
"ENSMUSG00000099648.1","RP23-176K16.1","geneslop2k",5399,30
"ENSMUSG00000065192.1","Gm23460","geneslop2k",4109,11
"ENSMUSG00000002881.14","Nab1","geneslop2k",47386,354
