genebody,chrom,end,start
ENSMUSG00000050122.18,chr1,37187613,37026596
ENSMUSG00000103603.1,chr1,37133264,37132273
ENSMUSG00000026114.14,chr1,37263384,37214434
ENSMUSG00000102231.1,chr1,37299697,37299352
ENSMUSG00000026113.17,chr1,37410736,37299865
ENSMUSG00000086064.1,chr1,37334172,37329667
ENSMUSG00000102879.1,chr1,37331504,37330971
ENSMUSG00000026112.7,chr1,37430103,37417084
ENSMUSG00000026111.15,chr1,37439124,37430139
ENSMUSG00000026110.15,chr1,37541016,37439340
ENSMUSG00000103948.1,chr1,37488605,37485851
ENSMUSG00000087233.1,chr1,37488982,37487193
ENSMUSG00000026090.16,chr1,37720085,37611677
ENSMUSG00000089767.1,chr1,37615372,37614259
ENSMUSG00000104365.1,chr1,37662647,37660722
ENSMUSG00000102650.1,chr1,37696664,37694447
ENSMUSG00000060771.14,chr1,37866429,37754776
ENSMUSG00000097268.1,chr1,37871388,37865299
ENSMUSG00000037216.5,chr1,37876228,37871738
ENSMUSG00000026088.15,chr1,37890411,37874801
ENSMUSG00000026087.11,chr1,37898535,37890477
ENSMUSG00000061584.6,chr1,37916493,37905923
ENSMUSG00000087374.1,chr1,37954136,37933596
ENSMUSG00000026085.11,chr1,37957759,37946736
ENSMUSG00000089141.1,chr1,37974203,37973967
ENSMUSG00000058407.12,chr1,37997893,37985189
ENSMUSG00000026083.12,chr1,38055579,37998010
ENSMUSG00000026082.11,chr1,38129801,38052786
ENSMUSG00000103804.1,chr1,38077305,38076295
ENSMUSG00000102716.1,chr1,38159892,38132083
ENSMUSG00000037138.17,chr1,38664955,38177326
ENSMUSG00000085391.1,chr1,38246666,38235420
ENSMUSG00000085280.1,chr1,38311930,38307902
ENSMUSG00000087131.7,chr1,38393974,38384949
ENSMUSG00000102984.1,chr1,38488047,38487519
ENSMUSG00000102541.1,chr1,38723121,38722620
ENSMUSG00000103531.1,chr1,38767686,38767184
ENSMUSG00000048814.10,chr1,38836711,38793645
ENSMUSG00000026080.13,chr1,38898161,38863867
ENSMUSG00000103647.1,chr1,38888072,38884754
ENSMUSG00000102447.1,chr1,38908716,38907945
ENSMUSG00000067604.8,chr1,38950276,38939149
ENSMUSG00000026078.10,chr1,38997238,38985608
ENSMUSG00000103046.1,chr1,38994316,38992678
ENSMUSG00000104188.1,chr1,39057637,39048648
ENSMUSG00000103182.1,chr1,39083338,39081252
ENSMUSG00000098833.1,chr1,39186992,39186896
ENSMUSG00000026077.15,chr1,39363236,39193731
ENSMUSG00000092553.1,chr1,39276565,39276283
ENSMUSG00000092563.1,chr1,39315453,39314899
ENSMUSG00000073702.11,chr1,39371911,39367842
ENSMUSG00000003134.10,chr1,39478755,39371492
ENSMUSG00000102607.1,chr1,39419932,39419048
ENSMUSG00000065629.2,chr1,39519747,39519533
ENSMUSG00000104827.1,chr1,39519748,39519533
ENSMUSG00000003135.15,chr1,39546889,39534992
ENSMUSG00000085894.1,chr1,39552002,39547570
ENSMUSG00000077704.1,chr1,39548854,39548745
ENSMUSG00000048234.13,chr1,39577405,39551296
ENSMUSG00000064936.1,chr1,39573875,39573746
ENSMUSG00000102471.1,chr1,39598005,39597417
ENSMUSG00000050967.5,chr1,39651474,39618406
ENSMUSG00000097083.1,chr1,39657390,39650176
ENSMUSG00000057173.8,chr1,39720997,39665301
ENSMUSG00000091937.3,chr1,39805332,39804148
ENSMUSG00000101634.6,chr1,39847334,39839175
ENSMUSG00000026074.15,chr1,40026310,39900913
ENSMUSG00000102985.1,chr1,40050368,40049039
ENSMUSG00000026073.13,chr1,40125231,40074079
ENSMUSG00000097899.2,chr1,40085851,40076228
ENSMUSG00000102975.1,chr1,40091581,40088511
ENSMUSG00000026072.12,chr1,40317257,40225080
ENSMUSG00000103560.1,chr1,40244499,40238020
ENSMUSG00000070942.8,chr1,40367562,40324610
ENSMUSG00000103230.1,chr1,40354536,40353852
ENSMUSG00000026069.15,chr1,40465415,40429570
ENSMUSG00000026070.15,chr1,40500854,40465552
ENSMUSG00000026068.11,chr1,40551705,40515362
ENSMUSG00000104441.1,chr1,40580662,40572188
ENSMUSG00000026065.8,chr1,40630725,40580081
ENSMUSG00000102676.1,chr1,40586841,40582895
ENSMUSG00000026062.12,chr1,40769273,40680574
ENSMUSG00000103679.1,chr1,40697636,40691442
ENSMUSG00000103270.1,chr1,40785343,40771385
ENSMUSG00000041945.12,chr1,40790687,40772038
ENSMUSG00000079588.3,chr1,40856887,40805601
ENSMUSG00000094136.2,chr1,40864232,40863737
ENSMUSG00000104072.1,chr1,41181252,41167587
ENSMUSG00000100185.1,chr1,41529543,41526931
ENSMUSG00000100832.1,chr1,41939560,41781808
ENSMUSG00000100178.1,chr1,42104333,42103289
ENSMUSG00000101877.1,chr1,42180388,42179290
ENSMUSG00000053640.2,chr1,42231108,42229726
ENSMUSG00000101919.1,chr1,42238695,42238233
ENSMUSG00000101299.2,chr1,42304412,42261855
ENSMUSG00000100180.1,chr1,42355937,42324590
ENSMUSG00000103106.1,chr1,42495663,42491813
ENSMUSG00000060424.14,chr1,42694842,42590782
ENSMUSG00000104199.1,chr1,42652401,42651726
ENSMUSG00000093436.6,chr1,42744791,42694925
ENSMUSG00000045515.3,chr1,42703176,42695768
ENSMUSG00000097063.3,chr1,42713454,42707061
ENSMUSG00000099784.1,chr1,42752881,42750712
ENSMUSG00000060679.14,chr1,42905683,42851233
ENSMUSG00000077448.1,chr1,42866818,42866685
ENSMUSG00000041907.9,chr1,43035456,42952872
ENSMUSG00000089088.1,chr1,43036929,43036845
ENSMUSG00000070939.9,chr1,43098637,43047200
ENSMUSG00000100269.1,chr1,43057134,43056267
ENSMUSG00000041878.3,chr1,43093835,43092588
ENSMUSG00000010290.7,chr1,43115947,43098710
ENSMUSG00000008136.14,chr1,43196984,43123074
ENSMUSG00000094497.1,chr1,43189638,43189156
ENSMUSG00000099576.1,chr1,43302925,43250156
ENSMUSG00000099694.1,chr1,43271135,43270683
ENSMUSG00000101923.1,chr1,43409963,43409584
ENSMUSG00000066877.11,chr1,43570515,43444579
ENSMUSG00000103422.1,chr1,43490937,43488447
ENSMUSG00000103945.1,chr1,43561565,43560273
ENSMUSG00000026051.8,chr1,43742578,43730602
ENSMUSG00000100764.1,chr1,43743895,43741961
ENSMUSG00000100635.1,chr1,43743526,43742915
ENSMUSG00000100480.1,chr1,43746282,43745784
ENSMUSG00000057363.12,chr1,43827800,43746966
ENSMUSG00000090243.1,chr1,43787188,43785910
ENSMUSG00000100701.1,chr1,43888595,43888051
ENSMUSG00000101395.1,chr1,43899109,43898294
ENSMUSG00000088848.1,chr1,43903052,43902928
ENSMUSG00000095757.1,chr1,43918886,43918777
ENSMUSG00000041763.14,chr1,44003000,43933647
ENSMUSG00000047343.4,chr1,44020034,44009408
ENSMUSG00000090106.1,chr1,44018649,44018470
ENSMUSG00000091844.1,chr1,44061936,44055952
ENSMUSG00000026049.11,chr1,44102441,44086613
ENSMUSG00000101104.6,chr1,44110790,44091463
ENSMUSG00000026047.13,chr1,44118808,44106546
ENSMUSG00000041684.11,chr1,44144770,44118957
ENSMUSG00000026048.16,chr1,44181260,44147744
ENSMUSG00000046828.3,chr1,44218961,44204070
ENSMUSG00000089703.1,chr1,44213118,44212162
ENSMUSG00000100966.1,chr1,44331036,44330048
ENSMUSG00000100769.1,chr1,44394447,44392809
ENSMUSG00000101567.1,chr1,44464231,44463923
ENSMUSG00000056870.9,chr1,44796838,44551511
ENSMUSG00000102319.1,chr1,44565447,44560885
ENSMUSG00000089877.1,chr1,44644698,44644279
ENSMUSG00000101701.1,chr1,44744949,44739676
ENSMUSG00000103071.1,chr1,44758492,44756942
ENSMUSG00000100434.1,chr1,44839698,44839171
ENSMUSG00000100013.1,chr1,44874152,44873486
ENSMUSG00000101251.1,chr1,44924893,44924149
ENSMUSG00000101937.1,chr1,45179006,45178067
ENSMUSG00000026043.18,chr1,45349706,45311538
ENSMUSG00000105211.1,chr1,45311813,45311673
ENSMUSG00000026042.16,chr1,45503282,45374321
ENSMUSG00000104476.1,chr1,45493052,45485836
ENSMUSG00000100218.1,chr1,45514055,45513532
ENSMUSG00000100361.1,chr1,45520754,45519774
ENSMUSG00000100894.1,chr1,45602753,45602026
ENSMUSG00000095121.1,chr1,45685562,45685456
ENSMUSG00000065255.1,chr1,45747025,45746895
ENSMUSG00000100843.1,chr1,45769486,45768337
ENSMUSG00000087764.1,chr1,45773164,45772962
ENSMUSG00000025995.16,chr1,45823619,45795166
ENSMUSG00000099850.1,chr1,45836788,45833800
ENSMUSG00000084817.3,chr1,45857754,45857332
ENSMUSG00000098549.1,chr1,45890273,45889525
ENSMUSG00000099381.1,chr1,45906798,45905623
ENSMUSG00000025993.10,chr1,45926523,45908068
ENSMUSG00000099946.1,chr1,45976975,45971182
ENSMUSG00000070896.2,chr1,45982012,45981548
ENSMUSG00000090682.4,chr1,46012020,46011757
ENSMUSG00000044457.8,chr1,46030469,46020072
ENSMUSG00000099432.1,chr1,46058986,46056310
ENSMUSG00000041144.10,chr1,46373546,46066315
ENSMUSG00000096047.1,chr1,46374315,46374197
ENSMUSG00000101262.1,chr1,46416932,46414502
ENSMUSG00000101337.6,chr1,46807476,46425592
ENSMUSG00000025986.6,chr1,46892852,46807544
ENSMUSG00000100213.1,chr1,46850479,46849529
ENSMUSG00000103129.1,chr1,46881072,46877203
ENSMUSG00000100160.1,chr1,46896879,46896583
ENSMUSG00000101921.1,chr1,47068025,47067788
ENSMUSG00000101447.1,chr1,47189071,47153461
ENSMUSG00000081185.1,chr1,47366372,47365644
ENSMUSG00000103246.1,chr1,47435765,47433824
ENSMUSG00000098876.1,chr1,47467125,47467021
ENSMUSG00000100530.1,chr1,47480198,47478868
ENSMUSG00000104067.1,chr1,47606901,47605996
ENSMUSG00000100033.1,chr1,47659630,47657693
ENSMUSG00000094968.1,chr1,47749399,47749279
ENSMUSG00000088017.1,chr1,47751568,47751299
ENSMUSG00000101996.1,chr1,47915815,47914989
ENSMUSG00000096973.1,chr1,48314851,48313866
ENSMUSG00000064943.1,chr1,48462293,48462173
ENSMUSG00000100866.1,chr1,48527851,48527639
ENSMUSG00000101721.1,chr1,48733090,48731579
ENSMUSG00000099376.1,chr1,48784593,48783663
ENSMUSG00000097883.1,chr1,48882723,48881713
ENSMUSG00000092790.1,chr1,49095885,49095444
ENSMUSG00000099698.1,chr1,49173374,49173160
ENSMUSG00000099454.1,chr1,49237244,49236252
ENSMUSG00000051616.14,chr1,49340443,49244616
ENSMUSG00000099627.1,chr1,49400729,49399024
ENSMUSG00000099577.1,chr1,49498992,49498553
ENSMUSG00000099882.1,chr1,49579586,49579150
ENSMUSG00000101760.1,chr1,50058490,50056782
ENSMUSG00000099608.1,chr1,50108962,50107470
ENSMUSG00000099864.1,chr1,50178291,50177566
ENSMUSG00000098249.1,chr1,50222520,50222389
ENSMUSG00000100451.1,chr1,50398079,50397552
ENSMUSG00000099941.1,chr1,50533191,50533030
ENSMUSG00000084531.1,chr1,50560075,50559762
ENSMUSG00000100816.1,chr1,50817701,50815375
ENSMUSG00000026109.14,chr1,51187270,50900647
ENSMUSG00000100671.1,chr1,50905918,50904444
ENSMUSG00000092906.1,chr1,51015413,51015313
ENSMUSG00000101242.1,chr1,51141222,51138281
ENSMUSG00000099924.1,chr1,51150581,51148309
ENSMUSG00000099625.1,chr1,51197748,51195221
ENSMUSG00000101799.1,chr1,51333779,51218386
ENSMUSG00000045954.7,chr1,51302960,51289126
ENSMUSG00000099741.1,chr1,51318552,51317528
ENSMUSG00000101702.1,chr1,51458931,51457932
ENSMUSG00000026107.11,chr1,51478425,51465862
ENSMUSG00000099413.1,chr1,51596718,51507086
ENSMUSG00000103424.1,chr1,51529369,51527005
ENSMUSG00000101741.1,chr1,51746943,51696324
ENSMUSG00000018417.14,chr1,51916071,51749765
ENSMUSG00000101724.1,chr1,51849118,51847840
ENSMUSG00000100313.1,chr1,51879608,51877110
ENSMUSG00000100696.1,chr1,51938665,51938254
ENSMUSG00000099135.1,chr1,51939095,51938974
ENSMUSG00000072324.4,chr1,51941261,51940664
ENSMUSG00000062939.11,chr1,52107189,51987148
ENSMUSG00000101628.1,chr1,52156087,52077261
ENSMUSG00000078291.1,chr1,52091066,52090635
ENSMUSG00000109599.1,chr1,52113751,52108121
ENSMUSG00000026104.14,chr1,52161865,52119440
ENSMUSG00000099569.1,chr1,52135330,52134443
ENSMUSG00000026103.14,chr1,52233232,52163448
ENSMUSG00000099648.1,chr1,52289095,52287697
ENSMUSG00000065192.1,chr1,52444544,52444436
ENSMUSG00000002881.14,chr1,52500679,52457294
ENSMUSG00000097833.1,chr1,52504229,52503234
ENSMUSG00000101501.1,chr1,52522701,52522239
ENSMUSG00000100120.1,chr1,52582679,52522902
ENSMUSG00000099878.1,chr1,52580291,52570014
ENSMUSG00000100007.1,chr1,52585159,52584518
ENSMUSG00000043015.15,chr1,52651919,52630703
ENSMUSG00000103630.1,chr1,52655892,52653808
ENSMUSG00000041439.15,chr1,52727462,52656286
ENSMUSG00000100302.1,chr1,52704762,52702272
ENSMUSG00000100230.1,chr1,52757129,52756719
ENSMUSG00000026102.9,chr1,52817688,52785427
ENSMUSG00000041426.12,chr1,52920986,52844929
ENSMUSG00000089802.1,chr1,52873998,52873137
ENSMUSG00000043629.12,chr1,53020179,52922324
ENSMUSG00000026100.6,chr1,53068079,53061640
ENSMUSG00000089334.1,chr1,53100150,53100050
ENSMUSG00000060715.9,chr1,53187636,53158577
ENSMUSG00000026098.13,chr1,53297018,53189187
ENSMUSG00000100763.1,chr1,53197695,53196113
ENSMUSG00000026097.9,chr1,53310309,53297095
ENSMUSG00000100679.1,chr1,53318035,53297111
ENSMUSG00000026096.14,chr1,53326343,53313624
ENSMUSG00000099913.1,chr1,53352667,53325507
ENSMUSG00000101838.6,chr1,53342186,53326206
ENSMUSG00000026095.15,chr1,53352752,53344617
ENSMUSG00000100267.1,chr1,53362471,53362149
ENSMUSG00000099450.1,chr1,53363686,53363114
ENSMUSG00000100069.1,chr1,53392585,53390415
ENSMUSG00000096141.2,chr1,53706784,53397006
ENSMUSG00000092657.1,chr1,53443395,53443271
ENSMUSG00000026094.14,chr1,53785224,53755506
ENSMUSG00000102405.1,chr1,53792657,53791201
ENSMUSG00000042807.15,chr1,54195168,53806876
ENSMUSG00000098443.1,chr1,53849495,53849424
ENSMUSG00000087949.1,chr1,53886941,53886828
ENSMUSG00000102868.1,chr1,54155096,54152397
ENSMUSG00000094013.1,chr1,54249208,54249102
ENSMUSG00000025983.11,chr1,54368727,54250683
ENSMUSG00000041303.7,chr1,54438971,54396004
ENSMUSG00000109809.1,chr1,54456763,54443404
ENSMUSG00000073678.4,chr1,54557684,54472994
ENSMUSG00000104136.1,chr1,54520270,54518610
ENSMUSG00000101130.1,chr1,54567281,54566703
ENSMUSG00000052331.14,chr1,54926387,54645340
ENSMUSG00000101674.6,chr1,54767524,54681729
ENSMUSG00000102503.1,chr1,54738575,54737166
ENSMUSG00000089245.1,chr1,54769322,54769218
ENSMUSG00000102642.1,chr1,54916594,54913845
ENSMUSG00000025982.13,chr1,55027481,54985169
ENSMUSG00000103030.1,chr1,55053112,55051319
ENSMUSG00000025981.13,chr1,55072702,55052770
ENSMUSG00000101122.1,chr1,55067069,55066264
ENSMUSG00000025980.14,chr1,55088243,55077835
ENSMUSG00000073676.4,chr1,55091307,55088132
ENSMUSG00000100736.1,chr1,55120873,55120080
ENSMUSG00000089670.1,chr1,55128287,55127297
ENSMUSG00000025979.13,chr1,55154899,55131231
ENSMUSG00000061863.6,chr1,55161053,55160747
ENSMUSG00000025978.14,chr1,55226782,55170159
ENSMUSG00000097649.2,chr1,55235622,55226251
ENSMUSG00000046994.9,chr1,55248470,55237177
ENSMUSG00000025977.15,chr1,55363469,55248658
ENSMUSG00000100215.1,chr1,55335796,55335401
ENSMUSG00000101945.1,chr1,55370363,55370016
ENSMUSG00000101085.1,chr1,55382087,55381195
ENSMUSG00000038349.10,chr1,55754285,55405921
ENSMUSG00000102145.1,chr1,55445930,55440904
ENSMUSG00000100309.1,chr1,55445024,55444074
ENSMUSG00000102831.1,chr1,55561055,55559460
ENSMUSG00000099950.1,chr1,55972328,55931241
ENSMUSG00000102491.1,chr1,55960756,55960404
ENSMUSG00000100372.1,chr1,56020203,56018978
ENSMUSG00000100944.1,chr1,56451562,56451407
ENSMUSG00000101332.1,chr1,56533876,56531824
ENSMUSG00000045336.5,chr1,56637435,56636044
ENSMUSG00000038331.15,chr1,56978650,56793981
ENSMUSG00000087022.4,chr1,57050084,56971412
ENSMUSG00000104310.1,chr1,56978640,56976803
ENSMUSG00000094128.1,chr1,56999275,56999155
ENSMUSG00000099945.1,chr1,57129400,57127340
ENSMUSG00000101429.1,chr1,57214993,57200645
ENSMUSG00000101129.1,chr1,57292401,57291425
ENSMUSG00000097519.2,chr1,57377544,57359222
ENSMUSG00000038323.3,chr1,57385423,57377620
ENSMUSG00000048495.16,chr1,57407101,57388237
ENSMUSG00000025971.6,chr1,57417953,57406328
ENSMUSG00000077776.1,chr1,57422373,57422244
ENSMUSG00000088353.1,chr1,57468026,57467870
ENSMUSG00000101826.1,chr1,57519412,57518523
ENSMUSG00000102685.1,chr1,57523642,57520831
ENSMUSG00000101151.1,chr1,57564051,57561298
ENSMUSG00000038305.15,chr1,57948394,57774162
ENSMUSG00000091283.1,chr1,57917111,57909835
ENSMUSG00000054770.16,chr1,58018956,57955101
ENSMUSG00000026039.9,chr1,58025899,57995971
ENSMUSG00000063558.4,chr1,58106413,58029931
ENSMUSG00000064294.12,chr1,58200698,58113130
ENSMUSG00000089275.1,chr1,58155088,58154981
ENSMUSG00000038242.12,chr1,58268597,58210397
ENSMUSG00000089822.1,chr1,58315656,58254117
ENSMUSG00000079554.2,chr1,58380259,58278326
ENSMUSG00000103839.1,chr1,58386134,58383512
ENSMUSG00000051223.14,chr1,58407353,58392898
ENSMUSG00000026034.17,chr1,58424066,58410189
ENSMUSG00000026035.15,chr1,58445486,58430994
ENSMUSG00000026036.17,chr1,58481816,58445151
ENSMUSG00000026037.14,chr1,58505109,58462771
ENSMUSG00000094245.1,chr1,58466621,58466515
ENSMUSG00000085054.2,chr1,58523230,58505148
ENSMUSG00000038174.14,chr1,58586323,58522806
ENSMUSG00000026032.8,chr1,58595964,58586384
ENSMUSG00000100202.1,chr1,58625565,58625214
ENSMUSG00000099490.1,chr1,58637344,58630375
ENSMUSG00000059647.5,chr1,58647239,58646688
ENSMUSG00000047528.13,chr1,58695989,58646903
ENSMUSG00000102059.1,chr1,58655831,58652641
ENSMUSG00000101046.1,chr1,58703986,58702309
ENSMUSG00000026031.15,chr1,58758884,58711508
ENSMUSG00000100236.1,chr1,58785659,58785209
ENSMUSG00000026029.14,chr1,58847503,58795374
ENSMUSG00000102719.1,chr1,58801623,58797783
ENSMUSG00000099719.1,chr1,58892792,58850085
ENSMUSG00000026028.12,chr1,58973430,58900449
ENSMUSG00000026027.13,chr1,58995715,58973522
ENSMUSG00000047383.8,chr1,59003539,58997123
ENSMUSG00000099752.1,chr1,59059481,59014224
ENSMUSG00000072295.5,chr1,59094900,59050506
ENSMUSG00000077616.1,chr1,59071118,59070988
ENSMUSG00000038079.14,chr1,59120408,59100590
ENSMUSG00000097573.2,chr1,59122141,59119833
ENSMUSG00000079550.9,chr1,59163389,59120935
ENSMUSG00000101586.1,chr1,59169320,59151047
ENSMUSG00000099563.1,chr1,59156989,59155607
ENSMUSG00000026024.14,chr1,59237231,59162926
ENSMUSG00000026023.16,chr1,59352993,59256906
ENSMUSG00000099922.1,chr1,59392299,59378930
ENSMUSG00000104502.1,chr1,59449502,59447865
ENSMUSG00000041075.8,chr1,59486955,59482424
ENSMUSG00000097819.1,chr1,59492605,59488480
ENSMUSG00000047361.16,chr1,59636417,59516264
ENSMUSG00000099811.6,chr1,59549521,59532991
ENSMUSG00000101409.1,chr1,59537229,59534811
ENSMUSG00000026021.15,chr1,59670834,59586558
ENSMUSG00000089276.1,chr1,59626664,59626580
ENSMUSG00000103821.1,chr1,59648071,59646200
ENSMUSG00000101400.1,chr1,59673625,59673241
ENSMUSG00000026020.9,chr1,59719044,59684971
ENSMUSG00000077345.1,chr1,59692020,59691934
ENSMUSG00000077358.1,chr1,59692592,59692509
ENSMUSG00000089512.3,chr1,59704338,59704258
ENSMUSG00000089093.3,chr1,59704873,59704790
ENSMUSG00000067336.6,chr1,59879014,59763400
ENSMUSG00000104052.1,chr1,59804700,59801263
ENSMUSG00000103131.1,chr1,59887689,59886969
ENSMUSG00000041040.12,chr1,59985346,59913006
ENSMUSG00000103696.1,chr1,59935102,59929688
ENSMUSG00000100901.1,chr1,59952464,59950403
ENSMUSG00000026018.12,chr1,60043184,59982490
ENSMUSG00000026019.15,chr1,60098645,60069785
ENSMUSG00000026017.13,chr1,60153953,60098247
ENSMUSG00000082609.1,chr1,60117685,60117255
ENSMUSG00000073664.11,chr1,60338328,60180599
ENSMUSG00000100516.1,chr1,60267628,60267402
ENSMUSG00000049439.13,chr1,60388060,60343323
ENSMUSG00000103822.1,chr1,60354176,60353119
ENSMUSG00000026782.15,chr1,60481158,60409619
ENSMUSG00000026014.15,chr1,60567104,60482292
ENSMUSG00000081562.1,chr1,60523066,60522839
ENSMUSG00000084400.1,chr1,60537436,60537020
ENSMUSG00000082160.1,chr1,60592709,60592251
ENSMUSG00000103215.1,chr1,60596236,60594807
ENSMUSG00000088973.1,chr1,60613803,60613698
ENSMUSG00000084151.1,chr1,60701937,60700872
ENSMUSG00000101188.1,chr1,60705149,60703932
ENSMUSG00000026012.2,chr1,60773359,60716800
ENSMUSG00000086795.1,chr1,60781834,60776665
ENSMUSG00000085965.1,chr1,60803790,60778843
ENSMUSG00000104069.1,chr1,60781461,60779352
ENSMUSG00000083118.1,chr1,60793832,60792490
ENSMUSG00000083355.1,chr1,60809942,60809116
ENSMUSG00000102549.1,chr1,60881738,60880338
ENSMUSG00000026011.13,chr1,60915832,60887000
ENSMUSG00000081382.1,chr1,60901422,60900898
ENSMUSG00000080800.1,chr1,60948465,60948230
ENSMUSG00000026009.14,chr1,61000320,60977927
ENSMUSG00000102561.1,chr1,60991963,60989479
ENSMUSG00000082804.3,chr1,61076225,61075674
ENSMUSG00000082661.1,chr1,61124004,61121378
ENSMUSG00000080785.1,chr1,61197242,61196541
ENSMUSG00000100893.1,chr1,61271514,61265291
ENSMUSG00000085248.2,chr1,61307746,61301909
ENSMUSG00000085447.1,chr1,61395904,61378432
ENSMUSG00000086408.1,chr1,61469475,61440101
ENSMUSG00000089546.1,chr1,61470543,61470441
ENSMUSG00000100965.1,chr1,61476028,61474951
ENSMUSG00000102168.1,chr1,61546163,61545882
ENSMUSG00000100381.1,chr1,61548511,61548122
ENSMUSG00000086009.1,chr1,61621149,61616943
ENSMUSG00000052062.14,chr1,62642284,61638824
ENSMUSG00000103656.1,chr1,61657158,61654423
ENSMUSG00000104402.1,chr1,61680277,61677249
ENSMUSG00000104081.1,chr1,61703891,61702527
ENSMUSG00000085842.7,chr1,61851540,61767415
ENSMUSG00000103002.1,chr1,61806140,61805221
ENSMUSG00000100344.1,chr1,61981207,61980930
ENSMUSG00000101509.1,chr1,62095339,62095081
ENSMUSG00000085019.2,chr1,62136109,62131195
ENSMUSG00000102359.1,chr1,62249670,62247153
ENSMUSG00000085400.1,chr1,62499261,62456725
ENSMUSG00000100750.1,chr1,62535942,62534491
ENSMUSG00000081950.1,chr1,62657788,62656695
ENSMUSG00000084333.1,chr1,62661716,62660839
ENSMUSG00000025969.15,chr1,62818695,62703285
ENSMUSG00000100811.1,chr1,62718073,62714723
ENSMUSG00000103032.1,chr1,62811857,62809302
ENSMUSG00000100426.1,chr1,62832370,62821355
ENSMUSG00000040865.15,chr1,63114667,62958418
ENSMUSG00000104991.1,chr1,63025846,63025742
ENSMUSG00000088953.1,chr1,63032819,63032706
ENSMUSG00000081617.1,chr1,63038581,63038214
ENSMUSG00000081429.1,chr1,63074019,63073774
ENSMUSG00000084799.7,chr1,63158290,63113078
ENSMUSG00000101599.1,chr1,63126837,63117118
ENSMUSG00000025968.16,chr1,63176833,63143596
ENSMUSG00000077884.2,chr1,63161943,63161855
ENSMUSG00000025967.16,chr1,63180486,63176825
ENSMUSG00000098850.1,chr1,63178158,63177983
ENSMUSG00000064612.2,chr1,63178754,63178677
ENSMUSG00000105060.1,chr1,63178720,63178686
ENSMUSG00000064602.1,chr1,63179135,63179004
ENSMUSG00000046856.13,chr1,63214543,63182691
ENSMUSG00000094290.2,chr1,63198156,63198031
ENSMUSG00000086730.2,chr1,63207967,63200313
ENSMUSG00000102536.1,chr1,63248499,63248021
ENSMUSG00000087561.7,chr1,63273120,63266848
ENSMUSG00000092705.1,chr1,63273363,63273226
ENSMUSG00000027520.15,chr1,63314576,63273265
ENSMUSG00000094214.1,chr1,63300383,63300280
ENSMUSG00000083039.1,chr1,63358050,63357434
ENSMUSG00000081643.1,chr1,63365365,63364720
ENSMUSG00000025964.15,chr1,63596276,63445891
ENSMUSG00000087823.1,chr1,63575590,63575488
ENSMUSG00000115378.1,chr1,63620819,63615968
