"gene_id","chromosome","end","start","Cpg_number","Gene_length","gene_name","var_dim"
"ENSMUSG00000001833.17","chr9",25308571,25252438,"377",56134,"Sept7","genebody"
"ENSMUSG00000001844.10","chr5",143329256,143316488,"235",12769,"Zdhhc4","genebody"
"ENSMUSG00000001847.14","chr5",143528036,143503633,"415",24404,"Rac1","genebody"
"ENSMUSG00000001855.15","chr2",32053975,31974435,"864",79541,"Nup214","genebody"
"ENSMUSG00000001864.13","chr2",31973442,31950138,"371",23305,"Aif1l","genebody"
"ENSMUSG00000001865.2","chr3",20242181,20215619,"141",26563,"Cpa3","genebody"
"ENSMUSG00000001870.15","chr17",75392512,75005567,"3857",386946,"Ltbp1","genebody"
"ENSMUSG00000001891.16","chr11",21371201,21321137,"396",50065,"Ugp2","genebody"
"ENSMUSG00000001901.15","chr11",106034549,106008123,"488",26427,"Kcnh6","genebody"
"ENSMUSG00000001909.16","chr8",84699808,84686306,"302",13503,"Trmt1","genebody"
"ENSMUSG00000001910.4","chr8",84687862,84670482,"275",17381,"Nacc1","genebody"
"ENSMUSG00000001911.16","chr8",84800344,84699875,"1999",100470,"Nfix","genebody"
"ENSMUSG00000001918.17","chr7",16798274,16781339,"328",16936,"Slc1a5","genebody"
"ENSMUSG00000001930.17","chr6",125686679,125546773,"1712",139907,"Vwf","genebody"
"ENSMUSG00000001942.8","chr9",37649655,37555697,"733",93959,"Siae","genebody"
"ENSMUSG00000001943.8","chr9",37544205,37539254,"63",4952,"Vsig2","genebody"
"ENSMUSG00000001946.14","chr9",37538319,37528077,"149",10243,"Esam","genebody"
"ENSMUSG00000001948.10","chr9",37613722,37603289,"114",10434,"Spa17","genebody"
"ENSMUSG00000001983.7","chr11",106073612,106066060,"129",7553,"Taco1","genebody"
"ENSMUSG00000001985.9","chr4",125714173,125490699,"3391",223475,"Grik3","genebody"
"ENSMUSG00000001988.9","chr7",16477728,16455720,"461",22009,"Npas1","genebody"
"ENSMUSG00000001995.9","chr8",125569808,125418062,"2061",151747,"Sipa1l2","genebody"
"ENSMUSG00000001998.15","chr2",127067909,127008716,"563",59194,"Ap4e1","genebody"
"ENSMUSG00000001999.15","chr2",127097084,127070664,"293",26421,"Blvra","genebody"
"ENSMUSG00000002017.9","chr17",75551946,75537085,"215",14862,"Fam98a","genebody"
"ENSMUSG00000002020.15","chr12",84876532,84783211,"1249",93322,"Ltbp2","genebody"
"ENSMUSG00000002028.13","chr9",44881296,44803354,"1179",77943,"Kmt2a","genebody"
"ENSMUSG00000002031.12","chr9",44793447,44767907,"351",25541,"Ift46","genebody"
"ENSMUSG00000002032.17","chr9",44799307,44793768,"94",5540,"Tmem25","genebody"
"ENSMUSG00000002033.14","chr9",44980431,44969571,"91",10861,"Cd3g","genebody"
"ENSMUSG00000002043.17","chr7",19516145,19508394,"159",7752,"Trappc6a","genebody"
"ENSMUSG00000002052.6","chr11",78245987,78206745,"515",39243,"Supt6","genebody"
"ENSMUSG00000002055.9","chr11",78322457,78301528,"232",20930,"Spag5","genebody"
"ENSMUSG00000002057.4","chr11",78386558,78357576,"389",28983,"Foxn1","genebody"
"ENSMUSG00000002058.13","chr11",78349164,78343481,"126",5684,"Unc119","genebody"
"ENSMUSG00000002059.18","chr11",78192193,78188429,"150",3765,"Rab34","genebody"
"ENSMUSG00000002064.10","chr11",78255496,78245745,"131",9752,"Sdf2","genebody"
"ENSMUSG00000002068.16","chr7",38107534,38097983,"167",9552,"Ccne1","genebody"
"ENSMUSG00000002076.11","chr17",32034508,31944768,"760",89741,"Hsf2bp","genebody"
"ENSMUSG00000002083.13","chr7",16318205,16308392,"375",9814,"Bbc3","genebody"
"ENSMUSG00000002100.15","chr2",91136516,91118143,"267",18374,"Mybpc3","genebody"
"ENSMUSG00000002102.15","chr2",91066369,91054008,"205",12362,"Psmc3","genebody"
"ENSMUSG00000002103.15","chr2",91214098,91202884,"101",11215,"Acp2","genebody"
"ENSMUSG00000002104.11","chr2",91045729,91035619,"152",10111,"Rapsn","genebody"
"ENSMUSG00000002105.15","chr2",91070417,91061790,"166",8628,"Slc39a13","genebody"
"ENSMUSG00000002107.18","chr2",7509563,6539693,"6801",969871,"Celf2","genebody"
"ENSMUSG00000002108.10","chr2",91202834,91184060,"226",18775,"Nr1h3","genebody"
"ENSMUSG00000002109.14","chr2",91236982,91211571,"185",25412,"Ddb2","genebody"
"ENSMUSG00000002111.8","chr2",91115756,91082389,"445",33368,"Spi1","genebody"
"ENSMUSG00000002129.11","chr11",4182541,4160349,"259",22193,"Sf3a1","genebody"
"ENSMUSG00000002147.18","chr10",127660957,127642985,"271",17973,"Stat6","genebody"
"ENSMUSG00000002190.13","chr8",83428552,83389866,"470",38687,"Clgn","genebody"
"ENSMUSG00000002204.9","chr7",44586862,44572379,"167",14484,"Napsa","genebody"
"ENSMUSG00000002205.16","chr7",44777515,44748412,"318",29104,"Vrk3","genebody"
"ENSMUSG00000002210.11","chr7",24422778,24399618,"396",23161,"Smg9","genebody"
"ENSMUSG00000002221.11","chr5",27791691,27740079,"512",51613,"Paxip1","genebody"
"ENSMUSG00000002222.14","chr6",71440637,71388633,"498",52005,"Rmnd5a","genebody"
"ENSMUSG00000002227.15","chr3",104818563,104794835,"372",23729,"Mov10","genebody"
"ENSMUSG00000002228.7","chr3",104786018,104781055,"147",4964,"Ppm1j","genebody"
"ENSMUSG00000002233.13","chr3",104794459,104788374,"149",6086,"Rhoc","genebody"
"ENSMUSG00000002240.12","chr5",87846387,87825685,"123",20703,"Prr27","genebody"
"ENSMUSG00000002249.20","chr17",28350805,28331670,"391",19136,"Tead3","genebody"
"ENSMUSG00000002250.15","chr17",28301469,28232753,"1191",68717,"Ppard","genebody"
"ENSMUSG00000002257.7","chr17",28228608,28207777,"384",20832,"Def6","genebody"
"ENSMUSG00000002265.16","chr7",6730431,6703891,"364",26541,"Peg3","genebody"
"ENSMUSG00000002266.17","chr7",6696450,6671268,"260",25183,"Zim1","genebody"
"ENSMUSG00000002274.12","chr17",25797136,25794570,"105",2567,"Metrn","genebody"
"ENSMUSG00000002279.18","chr17",25662826,25579173,"1179",83654,"Lmf1","genebody"
"ENSMUSG00000002280.10","chr17",25783332,25773775,"178",9558,"Narfl","genebody"
"ENSMUSG00000002289.15","chr17",33781575,33773749,"104",7827,"Angptl4","genebody"
"ENSMUSG00000002297.16","chr5",8422716,8396972,"253",25745,"Dbf4","genebody"
"ENSMUSG00000002307.15","chr17",33915589,33909413,"180",6177,"Daxx","genebody"
"ENSMUSG00000002308.15","chr17",33849774,33843090,"103",6685,"Cd320","genebody"
"ENSMUSG00000002319.16","chr14",55635957,55625399,"258",10559,"Ipo4","genebody"
"ENSMUSG00000002320.15","chr14",55643806,55635964,"219",7843,"Tm9sf1","genebody"
"ENSMUSG00000002324.8","chr14",55625395,55618036,"118",7360,"Rec8","genebody"
"ENSMUSG00000002325.15","chr14",55610030,55603570,"102",6461,"Irf9","genebody"
"ENSMUSG00000002326.6","chr14",55679200,55671940,"94",7261,"Gmpr2","genebody"
"ENSMUSG00000002329.7","chr14",55660508,55657878,"65",2631,"Mdp1","genebody"
"ENSMUSG00000002332.16","chr14",55745690,55739019,"113",6672,"Dhrs1","genebody"
"ENSMUSG00000002341.8","chr8",70120873,70093084,"425",27790,"Ncan","genebody"
"ENSMUSG00000002342.17","chr8",70183681,70172355,"158",11327,"Tmem161a","genebody"
"ENSMUSG00000002343.11","chr8",70234466,70220171,"201",14296,"Armc6","genebody"
"ENSMUSG00000002345.18","chr8",70147319,70139498,"110",7822,"Borcs8","genebody"
"ENSMUSG00000002346.16","chr8",70212305,70184339,"303",27967,"Slc25a42","genebody"
"ENSMUSG00000002365.10","chr17",5931954,5841328,"1372",90627,"Snx9","genebody"
"ENSMUSG00000002372.8","chr17",56711769,56673224,"423",38546,"Ranbp3","genebody"
"ENSMUSG00000002379.6","chr17",56724248,56717761,"113",6488,"Ndufa11","genebody"
"ENSMUSG00000002384.2","chr4",123132099,123105164,"476",26936,"Bmp8b","genebody"
"ENSMUSG00000002393.14","chr8",71381960,71374122,"331",7839,"Nr2f6","genebody"
"ENSMUSG00000002395.14","chr8",71369732,71366847,"85",2886,"Use1","genebody"
"ENSMUSG00000002396.8","chr8",71379361,71371297,"238",8065,"Ocel1","genebody"
"ENSMUSG00000002409.18","chr7",28187294,28179468,"235",7827,"Dyrk1b","genebody"
"ENSMUSG00000002413.15","chr6",39725463,39603236,"940",122228,"Braf","genebody"
"ENSMUSG00000002416.13","chr6",39603382,39592573,"156",10810,"Ndufb2","genebody"
"ENSMUSG00000002428.12","chr3",20118490,20057810,"485",60681,"Hltf","genebody"
"ENSMUSG00000002455.14","chr2",181655660,181591867,"705",63794,"Prpf6","genebody"
"ENSMUSG00000002458.13","chr2",181693977,181688418,"110",5560,"Rgs19","genebody"
"ENSMUSG00000002459.17","chr1",5070285,4909575,"1221",160711,"Rgs20","genebody"
"ENSMUSG00000002475.15","chr18",10706771,10644410,"470",62362,"Abhd3","genebody"
"ENSMUSG00000002477.4","chr18",10628230,10617795,"118",10436,"Snrpd1","genebody"
"ENSMUSG00000002486.15","chr5",114722327,114707759,"355",14569,"Tchp","genebody"
"ENSMUSG00000002489.16","chr16",90143769,89787110,"6313",356660,"Tiam1","genebody"
"ENSMUSG00000002496.10","chr17",24632630,24595815,"554",36816,"Tsc2","genebody"
"ENSMUSG00000002500.15","chr17",24736143,24727819,"128",8325,"Rpl3l","genebody"
"ENSMUSG00000002504.14","chr17",24650305,24639281,"212",11025,"Slc9a3r2","genebody"
"ENSMUSG00000002524.17","chr15",76080924,76070181,"200",10744,"Puf60","genebody"
"ENSMUSG00000002546.16","chr2",32307921,32287383,"330",20539,"Golga2","genebody"
"ENSMUSG00000002550.16","chr2",32260159,32255001,"123",5159,"Uck1","genebody"
"ENSMUSG00000002565.16","chr12",40134228,40059768,"525",74461,"Scin","genebody"
"ENSMUSG00000002578.17","chr10",128645991,128630842,"261",15150,"Ikzf4","genebody"
"ENSMUSG00000002580.7","chr11",98438991,98437707,"46",1285,"Mien1","genebody"
"ENSMUSG00000002588.13","chr6",5193946,5168089,"258",25858,"Pon1","genebody"
"ENSMUSG00000002602.16","chr7",25788705,25757272,"430",31434,"Axl","genebody"
"ENSMUSG00000002603.15","chr7",25705077,25687001,"407",18077,"Tgfb1","genebody"
"ENSMUSG00000002608.8","chr7",25719088,25711105,"150",7984,"Ccdc97","genebody"
"ENSMUSG00000002617.14","chr17",23193252,23173868,"112",19385,"Zfp40","genebody"
"ENSMUSG00000002625.9","chr17",32350581,32321424,"356",29158,"Akap8l","genebody"
"ENSMUSG00000002633.4","chr5",28467256,28456814,"484",10443,"Shh","genebody"
"ENSMUSG00000002635.11","chr7",34196661,34184498,"174",12164,"Pdcd2l","genebody"
"ENSMUSG00000002658.9","chr17",57011288,57003404,"121",7885,"Gtf2f1","genebody"
"ENSMUSG00000002660.7","chr17",56996371,56990263,"118",6109,"Clpp","genebody"
"ENSMUSG00000002661.14","chr17",56999322,56997338,"58",1985,"Alkbh7","genebody"
"ENSMUSG00000002664.2","chr17",57000018,56999456,"14",563,"Pspn","genebody"
"ENSMUSG00000002668.7","chr17",57078510,57066055,"169",12456,"Dennd1c","genebody"
"ENSMUSG00000002679.14","chr12",81595008,81573556,"250",21453,"Med6","genebody"
"ENSMUSG00000002688.8","chr12",50649098,50341230,"2172",307869,"Prkd1","genebody"
"ENSMUSG00000002699.13","chr11",34092295,34046919,"432",45377,"Lcp2","genebody"
"ENSMUSG00000002718.14","chr2",166946389,166906039,"444",40351,"Cse1l","genebody"
"ENSMUSG00000002728.14","chr2",145916425,145902098,"157",14328,"Naa20","genebody"
"ENSMUSG00000002731.6","chr2",76648015,76629897,"237",18119,"Prkra","genebody"
"ENSMUSG00000002732.14","chr2",76673116,76663043,"98",10074,"Fkbp7","genebody"
"ENSMUSG00000002733.8","chr2",76696828,76675280,"333",21549,"Plekha3","genebody"
"ENSMUSG00000002741.9","chr11",5967780,5955692,"184",12089,"Ykt6","genebody"
"ENSMUSG00000002748.7","chr5",135246129,135187263,"621",58867,"Baz1b","genebody"
"ENSMUSG00000002763.16","chr17",46725541,46711462,"308",14080,"Pex6","genebody"
"ENSMUSG00000002767.13","chr17",46650139,46646228,"93",3912,"Mrpl2","genebody"
"ENSMUSG00000002768.7","chr17",46683105,46681136,"54",1970,"Mea1","genebody"
"ENSMUSG00000002769.8","chr17",46729168,46725663,"87",3506,"Gnmt","genebody"
"ENSMUSG00000002771.12","chr7",45878378,45831882,"1019",46497,"Grin2d","genebody"
"ENSMUSG00000002778.14","chr7",45883732,45872771,"150",10962,"Kdelr1","genebody"
"ENSMUSG00000002781.19","chr7",45917413,45896940,"274",20474,"Tmem143","genebody"
"ENSMUSG00000002791.16","chr17",32107350,32076082,"380",31269,"Pdxk-ps","genebody"
"ENSMUSG00000002797.9","chr6",54992950,54982579,"147",10372,"Ggct","genebody"
"ENSMUSG00000002799.6","chr12",112929776,112907818,"738",21959,"Jag2","genebody"
"ENSMUSG00000002803.14","chr12",112978945,112976481,"113",2465,"Btbd6","genebody"
"ENSMUSG00000002804.4","chr12",112942124,112934290,"143",7835,"Nudt14","genebody"
"ENSMUSG00000002808.7","chr13",19619927,19591705,"214",28223,"Epdr1","genebody"
"ENSMUSG00000002812.4","chr11",60727263,60714122,"259",13142,"Flii","genebody"
"ENSMUSG00000002814.15","chr11",60777365,60740057,"411",37309,"Top3a","genebody"
"ENSMUSG00000002820.6","chr9",21277772,21265292,"209",12481,"Atg4d","genebody"
"ENSMUSG00000002825.8","chr9",21420274,21411836,"141",8439,"Qtrt1","genebody"
"ENSMUSG00000002831.13","chr17",56109803,56100590,"88",9214,"Plin4","genebody"
"ENSMUSG00000002833.11","chr17",56100607,56079633,"268",20975,"Hdgfrp2","genebody"
"ENSMUSG00000002835.8","chr17",56068026,56040415,"285",27612,"Chaf1a","genebody"
"ENSMUSG00000002844.9","chr16",38452703,38444029,"179",8675,"Adprh","genebody"
"ENSMUSG00000002845.14","chr16",38592162,38558697,"388",33466,"Tmem39a","genebody"
"ENSMUSG00000002846.9","chr16",38522663,38498346,"324",24318,"Timmdc1","genebody"
"ENSMUSG00000002847.7","chr16",38433145,38396116,"420",37030,"Pla1a","genebody"
"ENSMUSG00000002870.8","chr6",88898780,88883473,"287",15308,"Mcm2","genebody"
"ENSMUSG00000002871.14","chr6",88912238,88902250,"174",9989,"Tpra1","genebody"
"ENSMUSG00000002881.14","chr1",52500679,52457293,"438",43387,"Nab1","genebody"
"ENSMUSG00000002885.14","chr8",83741326,83723250,"248",18077,"Adgre5","genebody"
"ENSMUSG00000002897.5","chr6",120487559,120463246,"372",24314,"Il17ra","genebody"
"ENSMUSG00000002900.16","chr12",31329644,31265233,"963",64412,"Lamb1","genebody"
"ENSMUSG00000002908.17","chr8",70863258,70842048,"363",21211,"Kcnn1","genebody"
"ENSMUSG00000002910.11","chr8",70839720,70835128,"163",4593,"Arrdc2","genebody"
"ENSMUSG00000002930.6","chr6",56032689,56017496,"132",15194,"Ppp1r17","genebody"
"ENSMUSG00000002944.15","chr5",17888801,17781689,"582",107113,"Cd36","genebody"
"ENSMUSG00000002948.19","chr8",4247897,4238739,"176",9159,"Map2k7","genebody"
"ENSMUSG00000002949.15","chr8",4275913,4259730,"227",16184,"Timm44","genebody"
"ENSMUSG00000002957.11","chr7",141633011,141562172,"856",70840,"Ap2a2","genebody"
"ENSMUSG00000002963.17","chr7",44862992,44857138,"142",5855,"Pnkp","genebody"
"ENSMUSG00000002968.9","chr7",44892712,44876764,"356",15949,"Med25","genebody"
"ENSMUSG00000002980.14","chr7",19771016,19756130,"325",14887,"Bcam","genebody"
"ENSMUSG00000002981.10","chr7",19665033,19631570,"450",33464,"Clptm1","genebody"
"ENSMUSG00000002983.17","chr7",19629438,19606216,"392",23223,"Relb","genebody"
"ENSMUSG00000002984.17","chr7",19715438,19701312,"246",14127,"Tomm40","genebody"
"ENSMUSG00000002985.16","chr7",19699188,19696108,"99",3081,"Apoe","genebody"
"ENSMUSG00000002992.17","chr7",19677941,19671578,"82",6364,"Apoc2","genebody"
"ENSMUSG00000002996.17","chr12",31950535,31926253,"279",24283,"Hbp1","genebody"
"ENSMUSG00000002997.15","chr12",32061296,31958475,"1199",102822,"Prkar2b","genebody"
"ENSMUSG00000003031.14","chr6",134925513,134920400,"126",5114,"Cdkn1b","genebody"
"ENSMUSG00000003032.8","chr4",55532466,55527142,"219",5325,"Klf4","genebody"
"ENSMUSG00000003033.15","chr8",72257385,72240017,"189",17369,"Ap1m1","genebody"
"ENSMUSG00000003037.16","chr8",72183904,72161199,"219",22706,"Rab8a","genebody"
"ENSMUSG00000003038.15","chr4",133968650,133964737,"187",3914,"Hmgn2","genebody"
"ENSMUSG00000003039.9","chr8",72224418,72219729,"65",4690,"Fam32a","genebody"
"ENSMUSG00000003051.13","chr1",135258568,135253574,"112",4995,"Elf3","genebody"
"ENSMUSG00000003053.17","chr19",39330713,39269404,"223",61310,"Cyp2c29","genebody"
"ENSMUSG00000003062.13","chr13",19395795,19357675,"398",38121,"Stard3nl","genebody"
"ENSMUSG00000003068.16","chr10",80130682,80115802,"309",14881,"Stk11","genebody"
"ENSMUSG00000003070.6","chr10",80190010,80179481,"293",10530,"Efna2","genebody"
"ENSMUSG00000003072.15","chr10",80145818,80138631,"268",7188,"Atp5d","genebody"
"ENSMUSG00000003099.11","chr7",17027924,17004639,"340",23286,"Ppp5c","genebody"
"ENSMUSG00000003119.14","chr11",98278504,98203058,"514",75447,"Cdk12","genebody"
"ENSMUSG00000003123.15","chr7",25398710,25379526,"361",19185,"Lipe","genebody"
"ENSMUSG00000003131.7","chr9",46012690,45962858,"513",49833,"Pafah1b2","genebody"
"ENSMUSG00000003134.10","chr1",39478755,39371491,"1443",107265,"Tbc1d8","genebody"
"ENSMUSG00000003135.15","chr1",39546889,39534991,"245",11899,"Cnot11","genebody"
"ENSMUSG00000003153.10","chr6",122801640,122727808,"967",73833,"Slc2a3","genebody"
"ENSMUSG00000003154.15","chr6",122845366,122819913,"432",25454,"Foxj2","genebody"
"ENSMUSG00000003161.15","chr5",8069379,8046077,"268",23303,"Sri","genebody"
"ENSMUSG00000003166.20","chr16",17898562,17839481,"626",59082,"Dgcr2","genebody"
"ENSMUSG00000003184.15","chr7",45002848,44997647,"130",5202,"Irf3","genebody"
"ENSMUSG00000003190.12","chr7",44998712,44991221,"180",7492,"Bcl2l12","genebody"
"ENSMUSG00000003198.10","chr17",55898928,55892092,"69",6837,"Zfp959","genebody"
"ENSMUSG00000003199.16","chr17",56016790,56005710,"218",11081,"Mpnd","genebody"
"ENSMUSG00000003200.9","chr17",56036637,56016752,"246",19886,"Sh3gl1","genebody"
"ENSMUSG00000003206.6","chr17",55957021,55952622,"93",4400,"Ebi3","genebody"
"ENSMUSG00000003208.8","chr17",55967949,55959186,"164",8764,"Ccdc94","genebody"
"ENSMUSG00000003226.7","chr10",58494356,58446919,"360",47438,"Ranbp2","genebody"
"ENSMUSG00000003227.4","chr10",58675654,58600788,"850",74867,"Edar","genebody"
"ENSMUSG00000003228.8","chr19",61092553,60889748,"1224",202806,"Grk5","genebody"
"ENSMUSG00000003233.12","chr16",20534010,20516981,"297",17030,"Dvl3","genebody"
"ENSMUSG00000003234.16","chr16",20561379,20548576,"200",12804,"Abcf3","genebody"
"ENSMUSG00000003235.13","chr16",20509323,20498816,"187",10508,"Eif2b5","genebody"
"ENSMUSG00000003269.17","chr7",45814581,45806636,"192",7946,"Cyth2","genebody"
"ENSMUSG00000003271.17","chr7",45784669,45729982,"751",54688,"Sult2b1","genebody"
"ENSMUSG00000003273.14","chr7",45704682,45699842,"143",4841,"Car11","genebody"
"ENSMUSG00000003279.16","chr17",70821413,69969072,"7566",852342,"Dlgap1","genebody"
"ENSMUSG00000003282.9","chr4",3938423,3900995,"344",37429,"Plag1","genebody"
"ENSMUSG00000003283.14","chr2",153151441,153108467,"457",42975,"Hck","genebody"
"ENSMUSG00000003299.10","chr9",21008839,21002737,"123",6103,"Mrpl4","genebody"
"ENSMUSG00000003308.15","chr9",21239361,21229729,"325",9633,"Keap1","genebody"
"ENSMUSG00000003309.14","chr9",21312337,21294274,"252",18064,"Ap1m2","genebody"
"ENSMUSG00000003316.14","chr8",111259216,111154420,"869",104797,"Glg1","genebody"
"ENSMUSG00000003341.9","chr10",80539124,80519583,"401",19542,"Atp8b3","genebody"
"ENSMUSG00000003344.14","chr10",80657071,80642616,"323",14456,"Btbd2","genebody"
"ENSMUSG00000003345.16","chr10",80640749,80622837,"344",17913,"Csnk1g2","genebody"
"ENSMUSG00000003346.14","chr10",80590341,80583653,"179",6689,"Abhd17a","genebody"
"ENSMUSG00000003348.10","chr10",80701977,80685252,"278",16726,"Mob3a","genebody"
"ENSMUSG00000003352.14","chr15",98644529,98630839,"383",13691,"Cacnb3","genebody"
"ENSMUSG00000003354.6","chr15",98723336,98708206,"272",15131,"Ccdc65","genebody"
"ENSMUSG00000003355.7","chr15",98728198,98724365,"90",3834,"Fkbp11","genebody"
"ENSMUSG00000003360.15","chr15",98662894,98645133,"376",17762,"Ddx23","genebody"
"ENSMUSG00000003363.15","chr7",27553218,27531999,"354",21220,"Pld3","genebody"
"ENSMUSG00000003378.9","chr7",25072346,25009848,"929",62499,"Grik5","genebody"
"ENSMUSG00000003379.7","chr7",24902197,24897380,"67",4818,"Cd79a","genebody"
"ENSMUSG00000003380.11","chr7",24972754,24969751,"87",3004,"Rabac1","genebody"
"ENSMUSG00000003382.18","chr3",87540156,87525406,"346",14751,"Etv3","genebody"
"ENSMUSG00000003402.14","chr9",22014222,22002805,"196",11418,"Prkcsh","genebody"
"ENSMUSG00000003410.8","chr9",22052023,22015004,"576",37020,"Elavl3","genebody"
"ENSMUSG00000003411.10","chr4",108943324,108879062,"658",64263,"Rab3b","genebody"
"ENSMUSG00000003418.11","chr2",13794064,13651020,"992",143045,"St8sia6","genebody"
"ENSMUSG00000003420.8","chr7",45103851,45092989,"183",10863,"Fcgrt","genebody"
"ENSMUSG00000003421.13","chr7",45078210,45062428,"243",15783,"Nosip","genebody"
"ENSMUSG00000003423.15","chr7",45160065,45154302,"144",5764,"Pih1d1","genebody"
"ENSMUSG00000003429.11","chr7",45124439,45122378,"91",2062,"Rps11","genebody"
"ENSMUSG00000003435.9","chr7",28338746,28314890,"370",23857,"Supt5","genebody"
